relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
APW_ENG_20080718.1211.LDC2009T13_17_3-APW_ENG_20080718.1211.LDC2009T13_17_0,APW_ENG_20080718.1211.LDC2009T13_17,Kevin Federline-Britney Spears,t,0.928,"{Britney,Spears,and,Kevin,Federline,have,reached,an,agreement,that,grants,the,pop,singer,more,overnight,visits,with,her,children,and,averts,a,custody,trial,that,was,scheduled,for,next,month,"","",attorneys,said,Friday,.}",3,2,0,2,2,"{INV_LENGTHS_[3_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_POS_SEQ_[CC],INV_W_LEMMA_L_1_R_1_[.]_[have],INV_LEMMA_SEQ_[and]}","{1.00668,-0.711062,-0.611938,0.463692,0.416857,0.411938}"
APW_ENG_20071221.0097.LDC2009T13_133_5-APW_ENG_20071221.0097.LDC2009T13_133_2,APW_ENG_20071221.0097.LDC2009T13_133,Soon-Yi Previn-Woody Allen,t,0.988,"{1997,:,Woody,Allen,married,Soon-Yi,Previn,in,a,secret,wedding,in,Venice,"","",Italy,.}",5,2,2,2,2,"{INV_NGRAM_1_[marry],INV_LENGTHS_[2_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NER_SEQ_[O],INV_KW_D_[dobj]_[nsubj]}","{1.3141,0.944336,-0.711062,-0.611938,0.327788,0.29251}"
APW_ENG_20080108.0511.LDC2009T13_4_10-APW_ENG_20080108.0511.LDC2009T13_4_2,APW_ENG_20080108.0511.LDC2009T13_4,Carla Bruni-Nicolas Sarkozy,t,0.966,"{French,President,Nicolas,Sarkozy,says,his,relationship,with,former,model,Carla,Bruni,is,``,serious,;,'',suggests,marriage,is,possible,.}",10,2,2,2,2,"{INV_LENGTHS_[2_3],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[with],INV_NGRAM_1_[model],INV_NGRAM_1_[he]}","{1.05043,-0.711062,-0.611938,0.469734,0.361289,0.334914}"
NYT_ENG_20081106.0201.LDC2009T13_745_35-NYT_ENG_20081106.0201.LDC2009T13_745_42,NYT_ENG_20081106.0201.LDC2009T13_745,Elizabeth Edwards-John Edwards,t,0.97,"{The,center,was,also,home,to,other,prominent,Democrats,looking,for,a,perch,during,the,Republican,hegemony,"","",including,Tom,Daschle,"","",the,former,majority,leader,who,lost,his,Senate,seat,in,2004,"","",and,Elizabeth,Edwards,"","",wife,of,former,Sen.,John,Edwards,.}",35,2,42,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[3_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.982253,0.82894,-0.801364,0.624074}"
XIN_ENG_20080202.0205.LDC2009T13_14_8-XIN_ENG_20080202.0205.LDC2009T13_14_2,XIN_ENG_20080202.0205.LDC2009T13_14,Carla Bruni-Nicolas Sarkozy,t,0.986,"{French,President,Nicolas,Sarkozy,married,Italian,former,supermodel,Carla,Bruni,in,a,small,and,private,ceremony,on,Saturday,"","",the,couple,announced,.}",8,2,2,2,2,"{INV_NGRAM_1_[marry],INV_LENGTHS_[2_3],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_KW_D_[dobj]_[nsubj],""INV_BETW_D_[dobj DICT_married nsubj]""}","{1.3141,1.05043,-0.711062,-0.611938,0.29251,0.29251}"
NYT_ENG_20070103.0193.LDC2009T13_784_12-NYT_ENG_20070103.0193.LDC2009T13_784_6,NYT_ENG_20070103.0193.LDC2009T13_784,Daniel Mulhern-Jennifer Granholm,t,0.948,"{Guests,at,the,church,included,Gov.,Jennifer,Granholm,and,her,husband,"","",Daniel,Mulhern,;,Michigan,U.S.,Sens.,Carl,Levin,and,Debbie,Stabenow,;,Secretary,of,State,Terri,Lynn,Land,;,and,Vice,President,Dick,Cheney,and,his,wife,"","",Lynne,.}",12,2,6,2,2,"{INV_NGRAM_1_[husband],INV_LENGTHS_[2_3],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[she]}","{1.50661,1.05043,-0.724749,-0.711062,-0.611938,0.602986}"
LTW_ENG_20081220.0071.LDC2009T13_191_40-LTW_ENG_20081220.0071.LDC2009T13_191_10,LTW_ENG_20081220.0071.LDC2009T13_191,Gela Nash-Taylor-Sherry Lansing,,0.914,"{The,victims,in,those,burglaries,included,former,Paramount,Pictures,chief,Sherry,Lansing,and,her,Oscar-winning,director,husband,"","",William,Friedkin,"","",former,Clippers,basketball,star,Cuttino,Mobley,"","",Duran,Duran,guitarist,John,Taylor,and,his,wife,"","",Juicy,Couture,President,Gela,Nash-Taylor,"","",and,country,music,stars,Tim,McGraw,and,Faith,Hill,.}",40,2,10,2,2,"{INV_NGRAM_1_[husband],INV_NGRAM_1_[wife],INV_LENGTHS_[3_2],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED}","{1.50661,1.49919,1.00668,-0.724749,-0.711062,-0.611938}"
NYT_ENG_20080909.0001.LDC2009T13_45_14-NYT_ENG_20080909.0001.LDC2009T13_45_4,NYT_ENG_20080909.0001.LDC2009T13_45,Benazir Bhutto-Asif Ali Zardari,t,0.936,"{The,move,comes,as,Asif,Ali,Zardari,"","",the,widower,of,former,Prime,Minister,Benazir,Bhutto,"","",is,stepping,in,as,president,.}",14,2,4,3,3,"{INV_LENGTHS_[2_3],INV_NGRAM_1_[widower],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NGRAM_2_[widower of]""}","{1.05043,0.899918,-0.724749,-0.711062,-0.611938,0.591427}"
NYT_ENG_20071231.0174.LDC2009T13_370_60-NYT_ENG_20071231.0174.LDC2009T13_370_42,NYT_ENG_20071231.0174.LDC2009T13_370,Robert Venturi-Denise Scott Brown,t,0.974,"{The,broader,effort,to,devote,more,attention,to,female,architects,has,also,focused,attention,on,Lilly,Reich,"","",who,worked,in,Germany,with,Mies,;,Aino,Aalto,"","",who,worked,in,Finland,with,her,husband,"","",Alvar,;,and,more,recently,"","",Denise,Scott,Brown,"","",the,Philadelphia,architect,who,many,say,was,cheated,when,her,husband,and,partner,"","",Robert,Venturi,"","",was,awarded,the,Pritzker,Prize,on,his,own,in,1991,.}",60,2,42,3,3,"{INV_NGRAM_1_[husband],INV_LENGTHS_[2_3],INV_NGRAM_1_[partner],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED}","{1.50661,1.05043,0.826674,-0.724749,-0.711062,-0.611938}"
XIN_ENG_20070202.0118.LDC2009T13_18_0-XIN_ENG_20070202.0118.LDC2009T13_18_9,XIN_ENG_20070202.0118.LDC2009T13_18,Wu Shu-chen-Chen Shui-bian,t,0.976,"{Wu,Shu-chen,"","",wife,of,Taiwan,authorities,',leader,Chen,Shui-bian,"","",was,once,again,absent,from,her,trial,on,corruption,charges,on,Friday,"","",the,fifth,time,in,a,row,she,has,claimed,to,be,too,ill,to,attend,.}",0,2,9,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.912737,0.82894,-0.801364,0.624074}"
LTW_ENG_20071121.0050.LDC2009T13_196_13-LTW_ENG_20071121.0050.LDC2009T13_196_20,LTW_ENG_20071121.0050.LDC2009T13_196,Michelle Obama-Barack Obama,t,0.912,"{Former,President,Clinton,accompanied,Sen.,Hillary,Rodham,Clinton,on,July,4,"","",and,Michelle,Obama,"","",wife,of,Illinois,Sen.,Barack,Obama,"","",visited,by,herself,in,October,.}",13,2,20,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.912737,0.82894,-0.801364,0.624074}"
LTW_ENG_20080703.0114.LDC2009T13_11_7-LTW_ENG_20080703.0114.LDC2009T13_11_35,LTW_ENG_20080703.0114.LDC2009T13_11,Peter Cook-Christie Brinkley,t,0.974,"{The,tears,had,not,begun,rolling,down,Peter,Cook,'s,face,Wednesday,in,a,courtroom,when,he,detailed,his,sexual,relationship,with,a,teenager,and,his,expensive,Internet,pornography,habit,while,married,to,former,supermodel,Christie,Brinkley,.}",7,2,35,2,2,"{NGRAM_1_[marry],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_3],""NGRAM_2_[marry to]"",NGRAM_1_[with],NGRAM_1_[he]}","{1.25805,-1.15086,0.840363,0.481319,0.400831,0.374977}"
NYT_ENG_20070202.0299.LDC2009T13_748_0-NYT_ENG_20070202.0299.LDC2009T13_748_9,NYT_ENG_20070202.0299.LDC2009T13_748,Alina Shriver-Anthony Shriver,t,0.962,"{Alina,Shriver,"","",the,wife,of,Kennedy,'s,nephew,Anthony,Shriver,"","",runs,the,licensing,operations,of,Britto,'s,gallery,"","",Britto,Central,"","",in,Miami,Beach,.}",0,2,9,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_3],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.840363,0.82894,-0.801364,0.624074}"
LTW_ENG_20080327.0042.LDC2009T13_619_21-LTW_ENG_20080327.0042.LDC2009T13_619_8,LTW_ENG_20080327.0042.LDC2009T13_619,Tom Jacobson-Apatow,,0.926,"{Susan,Arnold,"","",who,produced,the,film,with,Apatow,and,her,partner,"","",Donna,Arkoff,Roth,"","",is,married,to,producer,Tom,Jacobson,"","",who,is,one,of,the,few,people,in,Hollywood,still,in,contact,with,the,reclusive,filmmaker,.}",21,2,8,1,1,"{INV_NGRAM_1_[marry],INV_NGRAM_1_[partner],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[she]}","{1.3141,0.826674,-0.724749,-0.711062,-0.611938,0.602986}"
NYT_ENG_20070527.0155.LDC2009T13_25_18-NYT_ENG_20070527.0155.LDC2009T13_25_27,NYT_ENG_20070527.0155.LDC2009T13_25,Bill Clinton-Hillary Rodham Clinton,t,0.91,"{Former,Gov.,Mitt,Romney,of,Massachusetts,came,on,May,7,"","",followed,one,night,later,by,former,President,Bill,Clinton,on,behalf,of,his,wife,"","",Sen.,Hillary,Rodham,Clinton,.}",18,2,27,3,3,"{NGRAM_1_[wife],LENGTHS_[2_4],STARTS_WITH_CAPITAL_[True_True],""NGRAM_1_[,]"",NGRAM_1_[he],""NER_SEQ_[O O O O O O O]""}","{1.32574,1.19064,-1.15086,-0.801364,0.374977,0.367507}"
eng-WL-11-174595-12968470_2518_0-eng-WL-11-174595-12968470_2518_6,eng-WL-11-174595-12968470_2518,Tim Burton-Helena Bonham Carter,t,0.974,"{Tim,Burton,and,his,bedraggled,wife,Helena,Bonham,Carter,sat,down,for,a,little,press,conference,in,London,over,the,weekend,for,their,new,movie,Sweeney,Todd,"","",which,stars,Johnny,Depp,in,the,title,role,and,opens,in,theaters,this,Xmas,:}",0,2,6,3,3,"{NGRAM_1_[wife],LENGTHS_[2_4],STARTS_WITH_CAPITAL_[True_True],""NER_SEQ_[O O O O]"",""BETW_L_[nsubj nsubj]"",NGRAM_1_[he]}","{1.32574,1.19064,-1.15086,0.523402,0.499901,0.374977}"
eng-WL-11-174595-12968154_747_12-eng-WL-11-174595-12968154_747_5,eng-WL-11-174595-12968154_747,Victoria Beckham-David Beckham,t,0.948,"{Hmm,...,do,you,suppose,David,Beckham,is,cool,with,his,wife,Victoria,Beckham,getting,tender,head,smooches,from,other,men,"","",especially,when,she,is,so,far,from,home,?}",12,2,5,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[3_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O O O O]"",INV_NGRAM_1_[with]}","{1.49919,1.00668,-0.711062,-0.611938,0.495016,0.469734}"
NYT_ENG_20071130.0108.LDC2009T13_944_23-NYT_ENG_20071130.0108.LDC2009T13_944_2,NYT_ENG_20071130.0108.LDC2009T13_944,Hillary Rodham Clinton-Bill Clinton,t,0.982,"{Former,President,Bill,Clinton,is,squeezing,in,a,second,campaign,appearance,in,Iowa,in,three,days,on,behalf,of,his,wife,"","",Sen.,Hillary,Rodham,Clinton,"","",D-N.Y.}",23,3,2,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[4_2],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[he]}","{1.49919,1.14067,-0.724749,-0.711062,-0.611938,0.334914}"
NYT_ENG_20081217.0157.LDC2009T13_642_40-NYT_ENG_20081217.0157.LDC2009T13_642_34,NYT_ENG_20081217.0157.LDC2009T13_642,Maria Shriver-Arnold Schwarzenegger,t,0.928,"{Sheekey,"","",a,42-year-old,native,of,Washington,who,briefly,worked,for,Bloomberg,'s,private,company,"","",has,earned,the,trust,of,the,Kennedy,family,through,his,work,on,behalf,of,California,'s,governor,"","",Arnold,Schwarzenegger,"","",whose,wife,"","",Maria,Shriver,"","",is,Kennedy,'s,cousin,.}",40,2,34,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[2_4],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O O O]""}","{1.49919,1.07041,-0.724749,-0.711062,-0.611938,0.498864}"
NYT_ENG_20070802.0095.LDC2009T13_19_34-NYT_ENG_20070802.0095.LDC2009T13_19_28,NYT_ENG_20070802.0095.LDC2009T13_19,Puchi-H?ctor Lavoe,,0.918,"{Indeed,"","",Jennifer,Lopez,and,Marc,Anthony,--,two,powerhouse,entertainers,--,deliver,professionally,earnest,"","",at,times,truly,gritty,"","",performances,in,their,portrayal,of,salsa,creator,H?ctor,Lavoe,and,his,wife,"","",Puchi,.}",34,1,28,2,2,"{INV_NGRAM_1_[wife],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O O O]"",""INV_POS_SEQ_[CC PRP$ NN ,]""}","{1.49919,-0.724749,-0.711062,-0.611938,0.498864,0.389516}"
LTW_ENG_20080924.0066.LDC2009T13_536_30-LTW_ENG_20080924.0066.LDC2009T13_536_21,LTW_ENG_20080924.0066.LDC2009T13_536,Benazir Bhutto-Asif Ali Zardari,t,0.932,"{Before,traveling,a,few,blocks,to,U.N.,headquarters,through,traffic-clogged,New,York,streets,"","",Bush,met,with,the,new,Pakistani,President,Asif,Ali,Zardari,"","",the,widower,of,slain,politician,Benazir,Bhutto,"","",a,session,that,was,expected,to,focus,on,the,fight,against,Islamic,radicals,in,the,border,region,along,the,Pakistan-Afghanistan,border,.}",30,2,21,3,3,"{INV_LENGTHS_[2_3],INV_NGRAM_1_[widower],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NGRAM_2_[widower of]""}","{1.05043,0.899918,-0.724749,-0.711062,-0.611938,0.591427}"
eng-WL-11-174598-12965174_4954_10-eng-WL-11-174598-12965174_4954_25,eng-WL-11-174598-12965174_4954,Maxine Bahns-Patrick Watson,t,0.95,"{The,Mentalist,star,-LSB-,SIZE,=,``,4,'',-RSB-,Maxine,Bahns,-LSB-,""\\/"",SIZE,-RSB-,has,welcomed,a,child,with,her,adventure,racer,husband,Patrick,Watson,.}",10,2,25,2,2,"{NGRAM_1_[husband],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_2],NGRAM_1_[she],NGRAM_1_[with],""W_NER_L_3_R_1_[NUMBER O O]_[O]""}","{1.56642,-1.15086,0.912737,0.654292,0.400831,-0.372548}"
NYT_ENG_20070508.0286.LDC2009T13_727_8-NYT_ENG_20070508.0286.LDC2009T13_727_3,NYT_ENG_20070508.0286.LDC2009T13_727,Caroline Kennedy-Edwin Schlossberg,t,0.918,"{Exhibits,designed,by,Edwin,Schlossberg,"","",husband,of,Caroline,Kennedy,"","",were,designed,to,capture,the,imagination,of,children,.}",8,2,3,2,2,"{INV_NGRAM_1_[husband],""INV_BETW_D_[prep_of DICT_married appos]"",""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_LENGTHS_[3_3]}","{1.50661,0.835743,-0.724749,-0.711062,-0.611938,0.56755}"
eng-WL-11-174595-12967875_322_9-eng-WL-11-174595-12967875_322_0,eng-WL-11-174595-12967875_322,Britney Spears-KEVIN Federline,t,0.966,"{KEVIN,Federline,is,recording,a,song,with,his,wife,Britney,Spears,--,in,a,bid,to,boost,sales,of,his,debut,album,.}",9,2,0,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[2_3],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[with],INV_NGRAM_1_[he]}","{1.49919,1.05043,-0.711062,-0.611938,0.469734,0.334914}"
APW_ENG_20071214.0145.LDC2009T13_102_9-APW_ENG_20071214.0145.LDC2009T13_102_5,APW_ENG_20071214.0145.LDC2009T13_102,Patti Hansen-Keith Richards,t,0.98,"{1983,:,Rolling,Stones,guitarist,Keith,Richards,married,model,Patti,Hansen,in,Mexico,"","",on,his,40th,birthday,.}",9,2,5,2,2,"{INV_NGRAM_1_[marry],INV_LENGTHS_[2_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[model],""INV_BETW_D_[dobj DICT_married nsubj]""}","{1.3141,0.944336,-0.711062,-0.611938,0.361289,0.29251}"
45710@6_3-45710@6_8,45710@6,Nahla Al-Arian-Sami Al-Arian,,0.96,"{-LRB-,Tampa,-RRB-,Nahla,Al-Arian,"","",wife,of,Sami,Al-Arian,"","",is,moving,to,Egypt,with,her,two,youngest,children,.}",3,2,8,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.912737,0.82894,-0.801364,0.624074}"
72053@8_11-72053@8_1,72053@8,Rudy Giuliani-Judith Giuliani,,0.988,"{Only,Judith,Giuliani,"","",the,wife,of,former,New,York,Mayor,Rudy,Giuliani,"","",did,not,respond,to,the,invitation,from,the,California,Women,'s,Conference,"","",which,has,become,one,of,the,nation,'s,leading,women,'s,forums,.}",11,2,1,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[2_3],""INV_BETW_D_[prep_of DICT_married appos]"",""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NGRAM_2_[wife of]""}","{1.49919,1.05043,0.835743,-0.724749,-0.711062,0.657719}"
14949@6_10-14949@6_32,14949@6,Hillary Rodham Clinton-Bill Clinton,t,0.908,"{And,that,has,posed,trouble,for,the,old,love,:,Hillary,Rodham,Clinton,"","",the,New,York,senator,"","",front-runner,for,the,Democratic,nomination,in,2008,and,the,wife,of,former,President,Bill,Clinton,.}",10,3,32,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[4_2],""NGRAM_1_[,]"",""NGRAM_2_[wife of]"",NGRAM_1_[of]}","{1.32574,-1.15086,1.10647,-0.801364,0.624074,-0.338096}"
66878@0_29-66878@0_18,66878@0,Paul Tsongas-Niki Tsongas,t,0.942,"{For,weeks,"","",Republican,farmer,and,Air,Force,veteran,Jim,Ogonowski,has,pounded,a,steady,theme,against,Democrat,Niki,Tsongas,"","",calling,the,wife,of,the,late,former,senator,Paul,Tsongas,a,Washington,insider,who,represents,politics,as,usual,.}",29,2,18,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[2_2],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NGRAM_2_[wife of]"",IS_INVERTED}","{1.49919,0.944336,-0.724749,-0.711062,0.657719,-0.611938}"
48456@5_21-48456@5_0,48456@5,Dempster-Vivien Merchant,,0.98,"{Vivien,Merchant,"","",wife,of,the,playwright,Harold,Pinter,"","",read,about,her,husband,'s,affair,with,Lady,Antonia,Fraser,in,Dempster,'s,column,.}",21,1,0,2,2,"{INV_NGRAM_1_[husband],INV_NGRAM_1_[wife],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NGRAM_2_[wife of]"",IS_INVERTED}","{1.50661,1.49919,-0.724749,-0.711062,0.657719,-0.611938}"
73290@59_19-73290@59_10,73290@59,Gerard Butler-Hilary Swank,,0.926,"{``,P.S.,I,Love,You,'',-LRB-,PG-13,-RRB-,:,Hilary,Swank,plays,a,widow,whose,late,husband,-LRB-,Gerard,Butler,-RRB-,left,behind,a,series,of,letters,to,help,her,get,back,out,in,the,world,and,start,life,again,.}",19,2,10,2,2,"{INV_NGRAM_1_[husband],INV_LENGTHS_[2_2],INV_NGRAM_1_[widow],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O O O O O O]""}","{1.50661,0.944336,0.83869,-0.711062,-0.611938,0.333253}"
136858@17_2-136858@17_4,136858@17,Booth-Janet Pomeroy,,0.976,"{In,1949,Booth,married,Janet,Pomeroy,;,she,died,in,1980,.}",2,1,4,2,2,"{NGRAM_1_[marry],STARTS_WITH_CAPITAL_[True_True],NER_SEQ_[O],LENGTHS_[1_2],""BETW_D_[nsubj DICT_married dobj]"",""BETW_[nsubj marry dobj]""}","{1.25805,-1.15086,0.426275,0.376612,0.326186,0.326186}"
133034@6_58-133034@6_4,133034@6,Laura Bush-Sittenfeld,,0.974,"{In,writing,this,book,Sittenfeld,--,who,wrote,a,2004,Salon.com,essay,in,which,she,touted,the,first,lady,as,``,a,true,role,model,'',who,``,takes,her,responsibilities,seriously,'',while,maintaining,``,a,life,separate,from,her,husband,'',--,has,changed,just,enough,details,to,avoid,accusations,that,she,has,completely,plagiarized,the,Laura,Bush,'s,curriculum,vitae,.}",58,2,4,1,1,"{INV_NGRAM_1_[husband],INV_LENGTHS_[2_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[she],INV_NGRAM_1_[model]}","{1.50661,0.944336,-0.711062,-0.611938,0.602986,0.361289}"
3704@53_4-3704@53_9,3704@53,Ponti-Giuliana Fiastri,,0.93,"{The,problem,was,that,Ponti,was,already,married,to,Giuliana,Fiastri,"","",who,acknowledged,the,marriage,was,over,and,consented,to,a,divorce,.}",4,1,9,2,2,"{NGRAM_1_[marry],STARTS_WITH_CAPITAL_[True_True],""NER_SEQ_[O O O O]"",""NGRAM_2_[marry to]"",""W_LEMMA_L_1_R_1_[that]_[,]"",LENGTHS_[1_3]}","{1.25805,-1.15086,0.523402,0.481319,0.302841,0.187493}"
3720@4_18-3720@4_24,3720@4,Lily Munster-Herman Munster,,0.94,"{De,Carlo,had,had,a,prolific,film,career,in,the,1940s,and,'50s,when,she,was,cast,as,Lily,Munster,"","",the,wife,of,Herman,Munster,-LRB-,Fred,Gwynne,-RRB-,"","",a,bumbling,Frankenstein-like,monster,with,a,soft,heart,who,led,a,Charles,Addams-flavored,household,peopled,by,the,likes,of,an,aging,vampire,"","",the,cigar-chomping,Grandpa,-LRB-,Al,Lewis,-RRB-,.}",18,2,24,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.912737,0.82894,-0.801364,0.624074}"
3720@4_24-3720@4_18,3720@4,Herman Munster-Lily Munster,,0.956,"{De,Carlo,had,had,a,prolific,film,career,in,the,1940s,and,'50s,when,she,was,cast,as,Lily,Munster,"","",the,wife,of,Herman,Munster,-LRB-,Fred,Gwynne,-RRB-,"","",a,bumbling,Frankenstein-like,monster,with,a,soft,heart,who,led,a,Charles,Addams-flavored,household,peopled,by,the,likes,of,an,aging,vampire,"","",the,cigar-chomping,Grandpa,-LRB-,Al,Lewis,-RRB-,.}",24,2,18,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[2_2],""INV_BETW_D_[prep_of DICT_married appos]"",""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NGRAM_2_[wife of]""}","{1.49919,0.944336,0.835743,-0.724749,-0.711062,0.657719}"
97494@14_16-97494@14_10,97494@14,Jay Inslee-Trudi Inslee,t,0.936,"{``,This,is,not,an,abortion,pill,"","",'',emphasized,Trudi,Inslee,"","",wife,of,Rep.,Jay,Inslee,"","",D-Wash.,"","",and,a,board,member,of,the,NARAL,Pro-,Choice,Washington,Foundation,.}",16,2,10,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[2_2],""INV_BETW_D_[prep_of DICT_married appos]"",""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NGRAM_2_[wife of]""}","{1.49919,0.944336,0.835743,-0.724749,-0.711062,0.657719}"
31219@14_9-31219@14_16,31219@14,Bernadette Chirac-Jacques Chirac,t,0.936,"{Among,the,mourners,were,Queen,Sofia,of,Spain,;,Bernadette,Chirac,"","",the,wife,of,President,Jacques,Chirac,of,France,;,President,Ilham,Aliyev,of,Azerbaijan,;,and,young,cellists,"","",bearing,witness,to,Rostropovich,'s,reputation,as,a,man,of,the,world,whose,appeal,cut,across,class,lines,.}",9,2,16,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[3_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.982253,0.82894,-0.801364,0.624074}"
33100@23_5-33100@23_0,33100@23,Placido Domingo-Marta Domingo,,0.992,"{Marta,Domingo,"","",wife,of,Placido,Domingo,.}",5,2,0,2,2,"{INV_NGRAM_1_[wife],INV_W_LEMMA_L_1_R_1_[.]_[.],INV_LENGTHS_[3_2],""INV_BETW_D_[prep_of DICT_married appos]"",""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True]}","{1.49919,1.10988,1.00668,0.835743,-0.724749,-0.711062}"
APW_ENG_20070706.0246.LDC2009T13_403_10-APW_ENG_20070706.0246.LDC2009T13_403_17,APW_ENG_20070706.0246.LDC2009T13_403,Bill Clinton-Hillary Rodham Clinton,t,0.968,"{WASHINGTON,--,The,White,House,made,fun,of,former,President,Bill,Clinton,and,his,wife,"","",Sen.,Hillary,Rodham,Clinton,"","",for,criticizing,President,George,W.,Bush,'s,decision,to,erase,the,prison,sentence,of,former,aide,I.,Lewis,``,Scooter,'',Libby.In,the,closing,hours,of,his,presidency,"","",Clinton,pardoned,140,people,.}",10,2,17,3,3,"{NGRAM_1_[wife],LENGTHS_[2_4],STARTS_WITH_CAPITAL_[True_True],""NGRAM_1_[,]"",""NER_SEQ_[O O O O O]"",NGRAM_1_[he]}","{1.32574,1.19064,-1.15086,-0.801364,0.410766,0.374977}"
