person1_id,person2_id,sentence_id,description,is_true,relation_id,id
APW_ENG_20070602.0916.LDC2009T13_499_29,APW_ENG_20070602.0916.LDC2009T13_499_20,APW_ENG_20070602.0916.LDC2009T13_499,Esteban Cambiasso-Javier Mascherano,f,APW_ENG_20070602.0916.LDC2009T13_499_29-APW_ENG_20070602.0916.LDC2009T13_499_20,221392
64529@120_20,64529@120_40,64529@120,Javier Bardem-Jones,f,64529@120_20-64529@120_40,275296
NYT_ENG_20071025.0211.LDC2009T13_723_2,NYT_ENG_20071025.0211.LDC2009T13_723_25,NYT_ENG_20071025.0211.LDC2009T13_723,Alison Eastwood-Kyle Eastwood,f,NYT_ENG_20071025.0211.LDC2009T13_723_2-NYT_ENG_20071025.0211.LDC2009T13_723_25,74336
APW_ENG_20080130.0146.LDC2009T13_463_12,APW_ENG_20080130.0146.LDC2009T13_463_3,APW_ENG_20080130.0146.LDC2009T13_463,Marlon Brando-Christian Brando,f,APW_ENG_20080130.0146.LDC2009T13_463_12-APW_ENG_20080130.0146.LDC2009T13_463_3,54779
eng-WL-11-174588-12938020_3814_19,eng-WL-11-174588-12938020_3814_43,eng-WL-11-174588-12938020_3814,Lynn Redgrave-Jennifer Tilly,f,eng-WL-11-174588-12938020_3814_19-eng-WL-11-174588-12938020_3814_43,106914
NYT_ENG_20080424.0020.LDC2009T13_165_25,NYT_ENG_20080424.0020.LDC2009T13_165_33,NYT_ENG_20080424.0020.LDC2009T13_165,George Steinbrenner-Hank Steinbrenner,f,NYT_ENG_20080424.0020.LDC2009T13_165_25-NYT_ENG_20080424.0020.LDC2009T13_165_33,38004
eng-NG-31-100029-10770733_528_24,eng-NG-31-100029-10770733_528_27,eng-NG-31-100029-10770733_528,Liza Minnelli-Laurence Fishburne,f,eng-NG-31-100029-10770733_528_24-eng-NG-31-100029-10770733_528_27,192468
NYT_ENG_20080829.0025.LDC2009T13_928_31,NYT_ENG_20080829.0025.LDC2009T13_928_4,NYT_ENG_20080829.0025.LDC2009T13_928,Hillary Rodham Clinton-Willie Brown,f,NYT_ENG_20080829.0025.LDC2009T13_928_31-NYT_ENG_20080829.0025.LDC2009T13_928_4,88691
50101@21_23,50101@21_7,50101@21,Lady Bird Johnson-Johnson,f,50101@21_23-50101@21_7,159329
NYT_ENG_20070629.0029.LDC2009T13_471_13,NYT_ENG_20070629.0029.LDC2009T13_471_16,NYT_ENG_20070629.0029.LDC2009T13_471,Toni Collette-Natasha Richardson,f,NYT_ENG_20070629.0029.LDC2009T13_471_13-NYT_ENG_20070629.0029.LDC2009T13_471_16,54203
AFP_ENG_20080207.0684.LDC2009T13_10_0,AFP_ENG_20080207.0684.LDC2009T13_10_17,AFP_ENG_20080207.0684.LDC2009T13_10,Heath Ledger-Matilda,f,AFP_ENG_20080207.0684.LDC2009T13_10_0-AFP_ENG_20080207.0684.LDC2009T13_10_17,46589
eng-WL-110-174612-12993692_46_13,eng-WL-110-174612-12993692_46_10,eng-WL-110-174612-12993692_46,Mariah Carey-Janet Jackson,f,eng-WL-110-174612-12993692_46_13-eng-WL-110-174612-12993692_46_10,39110
AFP_ENG_20080401.0540.LDC2009T13_682_15,AFP_ENG_20080401.0540.LDC2009T13_682_9,AFP_ENG_20080401.0540.LDC2009T13_682,Nathan Bracken-Michael Clarke,f,AFP_ENG_20080401.0540.LDC2009T13_682_15-AFP_ENG_20080401.0540.LDC2009T13_682_9,238845
NYT_ENG_20080318.0139.LDC2009T13_1050_40,NYT_ENG_20080318.0139.LDC2009T13_1050_0,NYT_ENG_20080318.0139.LDC2009T13_1050,Minghella-Minghella,f,NYT_ENG_20080318.0139.LDC2009T13_1050_40-NYT_ENG_20080318.0139.LDC2009T13_1050_0,94788
eng-WL-11-174592-12940733_129_6,eng-WL-11-174592-12940733_129_21,eng-WL-11-174592-12940733_129,Annie Duke-Melissa Rivers,f,eng-WL-11-174592-12940733_129_6-eng-WL-11-174592-12940733_129_21,134658
eng-WL-11-174573-12957644_56_2,eng-WL-11-174573-12957644_56_12,eng-WL-11-174573-12957644_56,Kathryn Bigelow-Rob Marshall,f,eng-WL-11-174573-12957644_56_2-eng-WL-11-174573-12957644_56_12,183299
APW_ENG_20080303.0705.LDC2009T13_343_19,APW_ENG_20080303.0705.LDC2009T13_343_13,APW_ENG_20080303.0705.LDC2009T13_343,Hugo-Josephine,f,APW_ENG_20080303.0705.LDC2009T13_343_19-APW_ENG_20080303.0705.LDC2009T13_343_13,208637
APW_ENG_20070814.1080.LDC2009T13_22_14,APW_ENG_20070814.1080.LDC2009T13_22_8,APW_ENG_20070814.1080.LDC2009T13_22,Barack Obama-John Edwards,f,APW_ENG_20070814.1080.LDC2009T13_22_14-APW_ENG_20070814.1080.LDC2009T13_22_8,219714
390@17_25,390@17_17,390@17,Kennedy-Rose Fitzgerald Kennedy,f,390@17_25-390@17_17,275915
LTW_ENG_20081203.0075.LDC2009T13_535_47,LTW_ENG_20081203.0075.LDC2009T13_535_32,LTW_ENG_20081203.0075.LDC2009T13_535,Josh Lucas-Barry Levinson,f,LTW_ENG_20081203.0075.LDC2009T13_535_47-LTW_ENG_20081203.0075.LDC2009T13_535_32,107740
NYT_ENG_20070601.0046.LDC2009T13_356_38,NYT_ENG_20070601.0046.LDC2009T13_356_45,NYT_ENG_20070601.0046.LDC2009T13_356,Peter McRobbie-Leslie Lyles,f,NYT_ENG_20070601.0046.LDC2009T13_356_38-NYT_ENG_20070601.0046.LDC2009T13_356_45,33842
APW_ENG_20070227.1414.LDC2009T13_171_22,APW_ENG_20070227.1414.LDC2009T13_171_10,APW_ENG_20070227.1414.LDC2009T13_171,Dean Jones-Adam Gilchrist,f,APW_ENG_20070227.1414.LDC2009T13_171_22-APW_ENG_20070227.1414.LDC2009T13_171_10,101507
eng-NG-31-101177-10944963_814_76,eng-NG-31-101177-10944963_814_47,eng-NG-31-101177-10944963_814,Mark-William,f,eng-NG-31-101177-10944963_814_76-eng-NG-31-101177-10944963_814_47,145426
APW_ENG_20080122.0751.LDC2009T13_311_21,APW_ENG_20080122.0751.LDC2009T13_311_32,APW_ENG_20080122.0751.LDC2009T13_311,Joel Coen-Tony Gilroy,f,APW_ENG_20080122.0751.LDC2009T13_311_21-APW_ENG_20080122.0751.LDC2009T13_311_32,125970
eng-NG-31-141957-9977733_38_14,eng-NG-31-141957-9977733_38_5,eng-NG-31-141957-9977733_38,Mimi Rogers-Nicole Kidman,f,eng-NG-31-141957-9977733_38_14-eng-NG-31-141957-9977733_38_5,149745
APW_ENG_20070524.0883.LDC2009T13_361_21,APW_ENG_20070524.0883.LDC2009T13_361_15,APW_ENG_20070524.0883.LDC2009T13_361,Michelle Yeoh-Kurt Russell,f,APW_ENG_20070524.0883.LDC2009T13_361_21-APW_ENG_20070524.0883.LDC2009T13_361_15,70971
LTW_ENG_20080208.0005.LDC2009T13_263_32,LTW_ENG_20080208.0005.LDC2009T13_263_21,LTW_ENG_20080208.0005.LDC2009T13_263,Amy Ryan-Casey Affleck,f,LTW_ENG_20080208.0005.LDC2009T13_263_32-LTW_ENG_20080208.0005.LDC2009T13_263_21,155809
NYT_ENG_20081230.0082.LDC2009T13_1350_54,NYT_ENG_20081230.0082.LDC2009T13_1350_5,NYT_ENG_20081230.0082.LDC2009T13_1350,Aron Bielski-Tuvia Bielski,f,NYT_ENG_20081230.0082.LDC2009T13_1350_54-NYT_ENG_20081230.0082.LDC2009T13_1350_5,38868
LTW_ENG_20070915.0085.LDC2009T13_466_14,LTW_ENG_20070915.0085.LDC2009T13_466_11,LTW_ENG_20070915.0085.LDC2009T13_466,Ruby Dee-Avery Brooks,f,LTW_ENG_20070915.0085.LDC2009T13_466_14-LTW_ENG_20070915.0085.LDC2009T13_466_11,53292
eng-WL-11-174611-12980078_23_36,eng-WL-11-174611-12980078_23_4,eng-WL-11-174611-12980078_23,McCain-McCain,f,eng-WL-11-174611-12980078_23_36-eng-WL-11-174611-12980078_23_4,213409
NYT_ENG_20080717.0143.LDC2009T13_1024_43,NYT_ENG_20080717.0143.LDC2009T13_1024_7,NYT_ENG_20080717.0143.LDC2009T13_1024,Morgan Freeman-Christopher,f,NYT_ENG_20080717.0143.LDC2009T13_1024_43-NYT_ENG_20080717.0143.LDC2009T13_1024_7,252368
LTW_ENG_20070825.0108.LDC2009T13_76_38,LTW_ENG_20070825.0108.LDC2009T13_76_20,LTW_ENG_20070825.0108.LDC2009T13_76,Arsenio Hall-Diahann Carroll,f,LTW_ENG_20070825.0108.LDC2009T13_76_38-LTW_ENG_20070825.0108.LDC2009T13_76_20,228224
NYT_ENG_20081007.0063.LDC2009T13_305_57,NYT_ENG_20081007.0063.LDC2009T13_305_67,NYT_ENG_20081007.0063.LDC2009T13_305,William H. Macy-Ted McGinley,f,NYT_ENG_20081007.0063.LDC2009T13_305_57-NYT_ENG_20081007.0063.LDC2009T13_305_67,251731
AFP_ENG_20080211.0181.LDC2009T13_408_35,AFP_ENG_20080211.0181.LDC2009T13_408_28,AFP_ENG_20080211.0181.LDC2009T13_408,Jesus Christ-Mary,f,AFP_ENG_20080211.0181.LDC2009T13_408_35-AFP_ENG_20080211.0181.LDC2009T13_408_28,160133
NYT_ENG_20081022.0120.LDC2009T13_746_36,NYT_ENG_20081022.0120.LDC2009T13_746_33,NYT_ENG_20081022.0120.LDC2009T13_746,Murdoch-Elisabeth Murdoch,f,NYT_ENG_20081022.0120.LDC2009T13_746_36-NYT_ENG_20081022.0120.LDC2009T13_746_33,147823
APW_ENG_20070926.1253.LDC2009T13_56_17,APW_ENG_20070926.1253.LDC2009T13_56_22,APW_ENG_20070926.1253.LDC2009T13_56,Andre Agassi-Rupert Murdoch,f,APW_ENG_20070926.1253.LDC2009T13_56_17-APW_ENG_20070926.1253.LDC2009T13_56_22,262667
eng-WL-110-174612-12993150_42_41,eng-WL-110-174612-12993150_42_31,eng-WL-110-174612-12993150_42,Claudette Ortiz-Mary J. Blige,f,eng-WL-110-174612-12993150_42_41-eng-WL-110-174612-12993150_42_31,131715
AFP_ENG_20081120.0231.LDC2009T13_182_45,AFP_ENG_20081120.0231.LDC2009T13_182_24,AFP_ENG_20081120.0231.LDC2009T13_182,Irfan Pathan-Yusuf Pathan,f,AFP_ENG_20081120.0231.LDC2009T13_182_45-AFP_ENG_20081120.0231.LDC2009T13_182_24,169483
eng-WL-110-174612-12992520_129_71,eng-WL-110-174612-12992520_129_85,eng-WL-110-174612-12992520_129,Keyshia Cole-Claudette Ortiz,f,eng-WL-110-174612-12992520_129_71-eng-WL-110-174612-12992520_129_85,190911
NYT_ENG_20071020.0014.LDC2009T13_855_35,NYT_ENG_20071020.0014.LDC2009T13_855_43,NYT_ENG_20071020.0014.LDC2009T13_855,Cindy Ross-Carol,f,NYT_ENG_20071020.0014.LDC2009T13_855_35-NYT_ENG_20071020.0014.LDC2009T13_855_43,173406
3845@10_1,3845@10_15,3845@10,Arnold Schwarzenegger-Kobe Bryant,f,3845@10_1-3845@10_15,41160
97835@3_26,97835@3_22,97835@3,Rachel Bilson-Samuel L. Jackson,f,97835@3_26-97835@3_22,161992
AFP_ENG_20070427.0098.LDC2009T13_155_29,AFP_ENG_20070427.0098.LDC2009T13_155_14,AFP_ENG_20070427.0098.LDC2009T13_155,Jennifer Lopez-Leonardo DiCaprio,f,AFP_ENG_20070427.0098.LDC2009T13_155_29-AFP_ENG_20070427.0098.LDC2009T13_155_14,62413
NYT_ENG_20070816.0130.LDC2009T13_885_29,NYT_ENG_20070816.0130.LDC2009T13_885_70,NYT_ENG_20070816.0130.LDC2009T13_885,Martha-Peter Egan,f,NYT_ENG_20070816.0130.LDC2009T13_885_29-NYT_ENG_20070816.0130.LDC2009T13_885_70,15532
eng-WL-110-174612-12993960_81_50,eng-WL-110-174612-12993960_81_34,eng-WL-110-174612-12993960_81,Vivian Green-Justin Timberlake,f,eng-WL-110-174612-12993960_81_50-eng-WL-110-174612-12993960_81_34,128357
NYT_ENG_20080825.0173.LDC2009T13_421_32,NYT_ENG_20080825.0173.LDC2009T13_421_28,NYT_ENG_20080825.0173.LDC2009T13_421,Ted Kennedy-John F. Kennedy,f,NYT_ENG_20080825.0173.LDC2009T13_421_32-NYT_ENG_20080825.0173.LDC2009T13_421_28,17241
LTW_ENG_20071020.0062.LDC2009T13_714_15,LTW_ENG_20071020.0062.LDC2009T13_714_19,LTW_ENG_20071020.0062.LDC2009T13_714,Giovanni Ribisi-Marissa Ribisi,f,LTW_ENG_20071020.0062.LDC2009T13_714_15-LTW_ENG_20071020.0062.LDC2009T13_714_19,50629
eng-NG-31-142885-10105884_145_10,eng-NG-31-142885-10105884_145_17,eng-NG-31-142885-10105884_145,Abraham-Ishmael,f,eng-NG-31-142885-10105884_145_10-eng-NG-31-142885-10105884_145_17,87287
59970@31_0,59970@31_3,59970@31,Paul Newman-Michael Douglas,f,59970@31_0-59970@31_3,99812
NYT_ENG_20070517.0101.LDC2009T13_1080_32,NYT_ENG_20070517.0101.LDC2009T13_1080_82,NYT_ENG_20070517.0101.LDC2009T13_1080,Julie Andrews-Larry King,f,NYT_ENG_20070517.0101.LDC2009T13_1080_32-NYT_ENG_20070517.0101.LDC2009T13_1080_82,151008
36251@0_29,36251@0_39,36251@0,Tony Blair-Bono,f,36251@0_29-36251@0_39,2541
94591@17_1,94591@17_9,94591@17,Clinton-Bill Clinton,f,94591@17_1-94591@17_9,102819
APW_ENG_20080213.0279.LDC2009T13_1220_45,APW_ENG_20080213.0279.LDC2009T13_1220_84,APW_ENG_20080213.0279.LDC2009T13_1220,Alby Mathewson-Piri Weepu,f,APW_ENG_20080213.0279.LDC2009T13_1220_45-APW_ENG_20080213.0279.LDC2009T13_1220_84,266093
APW_ENG_20070520.0218.LDC2009T13_352_1,APW_ENG_20070520.0218.LDC2009T13_352_8,APW_ENG_20070520.0218.LDC2009T13_352,Ronald Hearns-Thomas Hearns,f,APW_ENG_20070520.0218.LDC2009T13_352_1-APW_ENG_20070520.0218.LDC2009T13_352_8,128416
89851@47_19,89851@47_16,89851@47,Jesse Jackson-Al Gore,f,89851@47_19-89851@47_16,179135
NYT_ENG_20081016.0035.LDC2009T13_94_7,NYT_ENG_20081016.0035.LDC2009T13_94_14,NYT_ENG_20081016.0035.LDC2009T13_94,John F. Kennedy-Robert F. Kennedy,f,NYT_ENG_20081016.0035.LDC2009T13_94_7-NYT_ENG_20081016.0035.LDC2009T13_94_14,206782
LTW_ENG_20080703.0123.LDC2009T13_648_18,LTW_ENG_20080703.0123.LDC2009T13_648_15,LTW_ENG_20080703.0123.LDC2009T13_648,Laurence Olivier-Clark Gable,f,LTW_ENG_20080703.0123.LDC2009T13_648_18-LTW_ENG_20080703.0123.LDC2009T13_648_15,58123
NYT_ENG_20080111.0206.LDC2009T13_448_6,NYT_ENG_20080111.0206.LDC2009T13_448_39,NYT_ENG_20080111.0206.LDC2009T13_448,Helen Mirren-Britney Spears,f,NYT_ENG_20080111.0206.LDC2009T13_448_6-NYT_ENG_20080111.0206.LDC2009T13_448_39,70891
APW_ENG_20080815.0339.LDC2009T13_244_29,APW_ENG_20080815.0339.LDC2009T13_244_2,APW_ENG_20080815.0339.LDC2009T13_244,Mitchell Johnson-Michael Clarke,f,APW_ENG_20080815.0339.LDC2009T13_244_29-APW_ENG_20080815.0339.LDC2009T13_244_2,87586
83976@0_11,83976@0_5,83976@0,Guillaume Apollinaire-Jim Morrison,f,83976@0_11-83976@0_5,124199
82383@25_102,82383@25_79,82383@25,Ben Stiller-Merle Haggard,f,82383@25_102-82383@25_79,4403
LTW_ENG_20080822.0103.LDC2009T13_120_33,LTW_ENG_20080822.0103.LDC2009T13_120_20,LTW_ENG_20080822.0103.LDC2009T13_120,Barack Obama-David Axelrod,f,LTW_ENG_20080822.0103.LDC2009T13_120_33-LTW_ENG_20080822.0103.LDC2009T13_120_20,247838
APW_ENG_20070201.0578.LDC2009T13_904_16,APW_ENG_20070201.0578.LDC2009T13_904_9,APW_ENG_20070201.0578.LDC2009T13_904,Adelaide Tambo-Nelson Mandela,f,APW_ENG_20070201.0578.LDC2009T13_904_16-APW_ENG_20070201.0578.LDC2009T13_904_9,204670
73573@28_14,73573@28_11,73573@28,Jessica Simpson-Britney Spears,f,73573@28_14-73573@28_11,256860
eng-WL-110-174612-12993960_81_62,eng-WL-110-174612-12993960_81_50,eng-WL-110-174612-12993960_81,Alicia Keys-Vivian Green,f,eng-WL-110-174612-12993960_81_62-eng-WL-110-174612-12993960_81_50,284666
eng-NG-31-142679-10067733_582_36,eng-NG-31-142679-10067733_582_33,eng-NG-31-142679-10067733_582,Kathleen Kennedy Townsend-Kennedy,f,eng-NG-31-142679-10067733_582_36-eng-NG-31-142679-10067733_582_33,46138
119865@3_33,119865@3_17,119865@3,Mike Nichols-Warren Beatty,f,119865@3_33-119865@3_17,195849
APW_ENG_20080225.0743.LDC2009T13_88_2,APW_ENG_20080225.0743.LDC2009T13_88_5,APW_ENG_20080225.0743.LDC2009T13_88,Joel Coen-Ethan Coen,f,APW_ENG_20080225.0743.LDC2009T13_88_2-APW_ENG_20080225.0743.LDC2009T13_88_5,239758
eng-WL-110-174612-12993150_42_83,eng-WL-110-174612-12993150_42_35,eng-WL-110-174612-12993150_42,Jennifer Lopez-Enrique Iglesias,f,eng-WL-110-174612-12993150_42_83-eng-WL-110-174612-12993150_42_35,131864
APW_ENG_20080202.0818.LDC2009T13_367_22,APW_ENG_20080202.0818.LDC2009T13_367_50,APW_ENG_20080202.0818.LDC2009T13_367,Rob Schneider-Ian Ziering,f,APW_ENG_20080202.0818.LDC2009T13_367_22-APW_ENG_20080202.0818.LDC2009T13_367_50,10919
LTW_ENG_20080723.0128.LDC2009T13_1171_17,LTW_ENG_20080723.0128.LDC2009T13_1171_35,LTW_ENG_20080723.0128.LDC2009T13_1171,Ahmed Abu Risha-Abdul Sattar Abu Risha,f,LTW_ENG_20080723.0128.LDC2009T13_1171_17-LTW_ENG_20080723.0128.LDC2009T13_1171_35,267497
AFP_ENG_20080707.0059.LDC2009T13_57_3,AFP_ENG_20080707.0059.LDC2009T13_57_14,AFP_ENG_20080707.0059.LDC2009T13_57,Mark Thatcher-Margaret Thatcher,f,AFP_ENG_20080707.0059.LDC2009T13_57_3-AFP_ENG_20080707.0059.LDC2009T13_57_14,48369
NYT_ENG_20070101.0077.LDC2009T13_503_30,NYT_ENG_20070101.0077.LDC2009T13_503_45,NYT_ENG_20070101.0077.LDC2009T13_503,Jennifer Lopez-Julia Louis-Dreyfus,f,NYT_ENG_20070101.0077.LDC2009T13_503_30-NYT_ENG_20070101.0077.LDC2009T13_503_45,227142
59970@28_47,59970@28_44,59970@28,Will Smith-Chris Rock,f,59970@28_47-59970@28_44,138342
103891@38_45,103891@38_23,103891@38,Seth Rogen-Will Arnett,f,103891@38_45-103891@38_23,116629
eng-WL-11-174592-12940751_19_32,eng-WL-11-174592-12940751_19_41,eng-WL-11-174592-12940751_19,Balthazar Getty-Sienna Miller,f,eng-WL-11-174592-12940751_19_32-eng-WL-11-174592-12940751_19_41,148454
NYT_ENG_20070419.0104.LDC2009T13_178_69,NYT_ENG_20070419.0104.LDC2009T13_178_72,NYT_ENG_20070419.0104.LDC2009T13_178,Christopher Collier-James Lincoln Collier,f,NYT_ENG_20070419.0104.LDC2009T13_178_69-NYT_ENG_20070419.0104.LDC2009T13_178_72,269931
108855@22_33,108855@22_18,108855@22,Bill Clinton-Clinton,f,108855@22_33-108855@22_18,233854
LTW_ENG_20081203.0075.LDC2009T13_535_47,LTW_ENG_20081203.0075.LDC2009T13_535_29,LTW_ENG_20081203.0075.LDC2009T13_535,Josh Lucas-Alfre Woodard,f,LTW_ENG_20081203.0075.LDC2009T13_535_47-LTW_ENG_20081203.0075.LDC2009T13_535_29,107782
eng-WL-11-174588-12938005_1103_21,eng-WL-11-174588-12938005_1103_29,eng-WL-11-174588-12938005_1103,Jon Hamm-Woody Harrelson,f,eng-WL-11-174588-12938005_1103_21-eng-WL-11-174588-12938005_1103_29,242791
APW_ENG_19990228.0025.LDC2007T07_243_23,APW_ENG_19990228.0025.LDC2007T07_243_14,APW_ENG_19990228.0025.LDC2007T07_243,Sukarno-Megawati Sukarnoputri,f,APW_ENG_19990228.0025.LDC2007T07_243_23-APW_ENG_19990228.0025.LDC2007T07_243_14,284712
LTW_ENG_20070419.0101.LDC2009T13_67_37,LTW_ENG_20070419.0101.LDC2009T13_67_0,LTW_ENG_20070419.0101.LDC2009T13_67,Christopher Hart-Hart,f,LTW_ENG_20070419.0101.LDC2009T13_67_37-LTW_ENG_20070419.0101.LDC2009T13_67_0,76722
eng-NG-31-142146-10008688_540_72,eng-NG-31-142146-10008688_540_49,eng-NG-31-142146-10008688_540,Rajiv Gandhi-Priyanka Vadra,f,eng-NG-31-142146-10008688_540_72-eng-NG-31-142146-10008688_540_49,8473
73800@2_24,73800@2_12,73800@2,Bush-Bush,f,73800@2_24-73800@2_12,45798
NYT_ENG_20081211.0210.LDC2009T13_36_22,NYT_ENG_20081211.0210.LDC2009T13_36_6,NYT_ENG_20081211.0210.LDC2009T13_36,Linda-Linda Bollea,f,NYT_ENG_20081211.0210.LDC2009T13_36_22-NYT_ENG_20081211.0210.LDC2009T13_36_6,225735
76928@7_1,76928@7_24,76928@7,Edwards-John Edwards,f,76928@7_1-76928@7_24,124019
NYT_ENG_20071208.0112.LDC2009T13_13_17,NYT_ENG_20071208.0112.LDC2009T13_13_1,NYT_ENG_20071208.0112.LDC2009T13_13,Hillary Rodham Clinton-Oprah Winfrey,f,NYT_ENG_20071208.0112.LDC2009T13_13_17-NYT_ENG_20071208.0112.LDC2009T13_13_1,135969
eng-WL-110-174612-12992943_70_10,eng-WL-110-174612-12992943_70_62,eng-WL-110-174612-12992943_70,Mariah Carey-Rihanna,f,eng-WL-110-174612-12992943_70_10-eng-WL-110-174612-12992943_70_62,5695
NYT_ENG_20080410.0097.LDC2009T13_657_58,NYT_ENG_20080410.0097.LDC2009T13_657_44,NYT_ENG_20080410.0097.LDC2009T13_657,Mark Williams-Sophie Thompson,f,NYT_ENG_20080410.0097.LDC2009T13_657_58-NYT_ENG_20080410.0097.LDC2009T13_657_44,193400
eng-NG-31-135623-9765807_299_8,eng-NG-31-135623-9765807_299_10,eng-NG-31-135623-9765807_299,Abraham-Isaac,f,eng-NG-31-135623-9765807_299_8-eng-NG-31-135623-9765807_299_10,83667
LTW_ENG_20081113.0042.LDC2009T13_1411_7,LTW_ENG_20081113.0042.LDC2009T13_1411_10,LTW_ENG_20081113.0042.LDC2009T13_1411,Freida Pinto-Anil Kapoor,f,LTW_ENG_20081113.0042.LDC2009T13_1411_7-LTW_ENG_20081113.0042.LDC2009T13_1411_10,111513
116204@15_16,116204@15_35,116204@15,Dave Matthews-Deval Patrick,f,116204@15_16-116204@15_35,39474
LTW_ENG_20081203.0075.LDC2009T13_535_78,LTW_ENG_20081203.0075.LDC2009T13_535_32,LTW_ENG_20081203.0075.LDC2009T13_535,Tamara Tunie-Barry Levinson,f,LTW_ENG_20081203.0075.LDC2009T13_535_78-LTW_ENG_20081203.0075.LDC2009T13_535_32,30987
NYT_ENG_20070323.0188.LDC2009T13_225_44,NYT_ENG_20070323.0188.LDC2009T13_225_49,NYT_ENG_20070323.0188.LDC2009T13_225,Keith Wilson-Wes Craven,f,NYT_ENG_20070323.0188.LDC2009T13_225_44-NYT_ENG_20070323.0188.LDC2009T13_225_49,17770
AFP_ENG_20080421.0256.LDC2009T13_39_9,AFP_ENG_20080421.0256.LDC2009T13_39_16,AFP_ENG_20080421.0256.LDC2009T13_39,Amitabh Bachchan-Abhishek Bachchan,f,AFP_ENG_20080421.0256.LDC2009T13_39_9-AFP_ENG_20080421.0256.LDC2009T13_39_16,120731
73290@54_27,73290@54_21,73290@54,Stephen Sondheim-Tim Burton,f,73290@54_27-73290@54_21,5307
35870@47_21,35870@47_14,35870@47,Bush-Bush,f,35870@47_21-35870@47_14,256790
NYT_ENG_20070222.0164.LDC2009T13_996_33,NYT_ENG_20070222.0164.LDC2009T13_996_47,NYT_ENG_20070222.0164.LDC2009T13_996,Terrence Malick-Samuel Goldwyn,f,NYT_ENG_20070222.0164.LDC2009T13_996_33-NYT_ENG_20070222.0164.LDC2009T13_996_47,225426
NYT_ENG_20070610.0113.LDC2009T13_1043_2,NYT_ENG_20070610.0113.LDC2009T13_1043_23,NYT_ENG_20070610.0113.LDC2009T13_1043,Mark V. Olsen-David Knoller,f,NYT_ENG_20070610.0113.LDC2009T13_1043_2-NYT_ENG_20070610.0113.LDC2009T13_1043_23,289621
LTW_ENG_20081003.0063.LDC2009T13_343_6,LTW_ENG_20081003.0063.LDC2009T13_343_12,LTW_ENG_20081003.0063.LDC2009T13_343,Jenny Lumet-Sidney Lumet,f,LTW_ENG_20081003.0063.LDC2009T13_343_6-LTW_ENG_20081003.0063.LDC2009T13_343_12,283980
NYT_ENG_20080501.0158.LDC2009T13_1512_11,NYT_ENG_20080501.0158.LDC2009T13_1512_36,NYT_ENG_20080501.0158.LDC2009T13_1512,Ben Daniels-Mamie Gummer,f,NYT_ENG_20080501.0158.LDC2009T13_1512_11-NYT_ENG_20080501.0158.LDC2009T13_1512_36,19074
NYT_ENG_20070224.0119.LDC2009T13_698_9,NYT_ENG_20070224.0119.LDC2009T13_698_15,NYT_ENG_20070224.0119.LDC2009T13_698,George Burns-Jack Benny,f,NYT_ENG_20070224.0119.LDC2009T13_698_9-NYT_ENG_20070224.0119.LDC2009T13_698_15,109713
68479@2_54,68479@2_40,68479@2,William Wordsworth-David Bowie,f,68479@2_54-68479@2_40,257226
eng-NG-31-104877-11906915_149_5,eng-NG-31-104877-11906915_149_17,eng-NG-31-104877-11906915_149,Mathieu Amalric-Melvil Poupaud,f,eng-NG-31-104877-11906915_149_5-eng-NG-31-104877-11906915_149_17,267560
APW_ENG_20070208.1169.LDC2009T13_290_12,APW_ENG_20070208.1169.LDC2009T13_290_15,APW_ENG_20070208.1169.LDC2009T13_290,Bob Bryan-Mike Bryan,f,APW_ENG_20070208.1169.LDC2009T13_290_12-APW_ENG_20070208.1169.LDC2009T13_290_15,125274
112624@37_23,112624@37_20,112624@37,Ving Rhames-Stanley Tucci,f,112624@37_23-112624@37_20,58879
32766@3_14,32766@3_11,32766@3,Reese Witherspoon-Jennifer Aniston,f,32766@3_14-32766@3_11,117755
eng-NG-31-102747-11002994_213_5,eng-NG-31-102747-11002994_213_34,eng-NG-31-102747-11002994_213,Abel-Abel,f,eng-NG-31-102747-11002994_213_5-eng-NG-31-102747-11002994_213_34,262329
NYT_ENG_20070516.0109.LDC2009T13_577_4,NYT_ENG_20070516.0109.LDC2009T13_577_13,NYT_ENG_20070516.0109.LDC2009T13_577,Mike Myers-Antonio Banderas,f,NYT_ENG_20070516.0109.LDC2009T13_577_4-NYT_ENG_20070516.0109.LDC2009T13_577_13,57756
eng-WL-110-174612-12990964_38_16,eng-WL-110-174612-12990964_38_60,eng-WL-110-174612-12990964_38,Christopher-Mary J. Blige,f,eng-WL-110-174612-12990964_38_16-eng-WL-110-174612-12990964_38_60,166383
eng-WL-11-174595-12972570_40_60,eng-WL-11-174595-12972570_40_10,eng-WL-11-174595-12972570_40,Tom Cruise-Eric McCormack,f,eng-WL-11-174595-12972570_40_60-eng-WL-11-174595-12972570_40_10,151303
APW_ENG_20080502.0164.LDC2009T13_584_1,APW_ENG_20080502.0164.LDC2009T13_584_24,APW_ENG_20080502.0164.LDC2009T13_584,Johnson-Eugene McCarthy,f,APW_ENG_20080502.0164.LDC2009T13_584_1-APW_ENG_20080502.0164.LDC2009T13_584_24,150348
