person1_id,person2_id,sentence_id,description,is_true,relation_id,id
eng-WL-11-174595-12968052_2420_3,eng-WL-11-174595-12968052_2420_0,eng-WL-11-174595-12968052_2420,Diana Krall-Elvis Costello,t,eng-WL-11-174595-12968052_2420_3-eng-WL-11-174595-12968052_2420_0,228091
LTW_ENG_20070711.0050.LDC2009T13_531_6,LTW_ENG_20070711.0050.LDC2009T13_531_16,LTW_ENG_20070711.0050.LDC2009T13_531,Elaine Chao-Mitch McConnell,t,LTW_ENG_20070711.0050.LDC2009T13_531_6-LTW_ENG_20070711.0050.LDC2009T13_531_16,113095
NYT_ENG_20070429.0139.LDC2009T13_451_9,NYT_ENG_20070429.0139.LDC2009T13_451_16,NYT_ENG_20070429.0139.LDC2009T13_451,Bernadette Chirac-Jacques Chirac,t,NYT_ENG_20070429.0139.LDC2009T13_451_9-NYT_ENG_20070429.0139.LDC2009T13_451_16,231163
eng-WL-11-174595-12967483_229_11,eng-WL-11-174595-12967483_229_5,eng-WL-11-174595-12967483_229,Michelle Williams-Heath Ledger,t,eng-WL-11-174595-12967483_229_11-eng-WL-11-174595-12967483_229_5,146578
APW_ENG_20070928.0144.LDC2009T13_135_16,APW_ENG_20070928.0144.LDC2009T13_135_11,APW_ENG_20070928.0144.LDC2009T13_135,Keith Urban-Nicole Kidman,t,APW_ENG_20070928.0144.LDC2009T13_135_16-APW_ENG_20070928.0144.LDC2009T13_135_11,93238
APW_ENG_20080405.0148.LDC2009T13_16_7,APW_ENG_20080405.0148.LDC2009T13_16_1,APW_ENG_20080405.0148.LDC2009T13_16,Bill Clinton-Hillary Rodham Clinton,t,APW_ENG_20080405.0148.LDC2009T13_16_7-APW_ENG_20080405.0148.LDC2009T13_16_1,151178
NYT_ENG_20050609.0193.LDC2007T07_656_0,NYT_ENG_20050609.0193.LDC2007T07_656_9,NYT_ENG_20050609.0193.LDC2007T07_656,Cherie Blair-Tony Blair,t,NYT_ENG_20050609.0193.LDC2007T07_656_0-NYT_ENG_20050609.0193.LDC2007T07_656_9,227468
124434@0_21,124434@0_13,124434@0,Barack Obama-Michelle Obama,t,124434@0_21-124434@0_13,215251
eng-WL-109-174581-12950854_1761_14,eng-WL-109-174581-12950854_1761_4,eng-WL-109-174581-12950854_1761,Brad Pitt-Jennifer Aniston,t,eng-WL-109-174581-12950854_1761_14-eng-WL-109-174581-12950854_1761_4,12357
APW_ENG_20070824.0061.LDC2009T13_139_2,APW_ENG_20070824.0061.LDC2009T13_139_5,APW_ENG_20070824.0061.LDC2009T13_139,R. Kelly-Aaliyah,t,APW_ENG_20070824.0061.LDC2009T13_139_2-APW_ENG_20070824.0061.LDC2009T13_139_5,102857
APW_ENG_20081015.1117.LDC2009T13_919_0,APW_ENG_20081015.1117.LDC2009T13_919_4,APW_ENG_20081015.1117.LDC2009T13_919,Madonna-Sean Penn,t,APW_ENG_20081015.1117.LDC2009T13_919_0-APW_ENG_20081015.1117.LDC2009T13_919_4,11895
NYT_ENG_20081029.0201.LDC2009T13_353_0,NYT_ENG_20081029.0201.LDC2009T13_353_3,NYT_ENG_20081029.0201.LDC2009T13_353,Levi Johnston-Bristol Palin,t,NYT_ENG_20081029.0201.LDC2009T13_353_0-NYT_ENG_20081029.0201.LDC2009T13_353_3,249919
AFP_ENG_20070905.0105.LDC2009T13_124_7,AFP_ENG_20070905.0105.LDC2009T13_124_17,AFP_ENG_20070905.0105.LDC2009T13_124,Shaunie O'Neal-Shaquille O'Neal,t,AFP_ENG_20070905.0105.LDC2009T13_124_7-AFP_ENG_20070905.0105.LDC2009T13_124_17,198936
APW_ENG_20070605.0233.LDC2009T13_411_40,APW_ENG_20070605.0233.LDC2009T13_411_35,APW_ENG_20070605.0233.LDC2009T13_411,Ali Hewson-Bono,t,APW_ENG_20070605.0233.LDC2009T13_411_40-APW_ENG_20070605.0233.LDC2009T13_411_35,124491
NYT_ENG_20080320.0147.LDC2009T13_268_41,NYT_ENG_20080320.0147.LDC2009T13_268_7,NYT_ENG_20080320.0147.LDC2009T13_268,Heather Juergensen-Kevin Hench,t,NYT_ENG_20080320.0147.LDC2009T13_268_41-NYT_ENG_20080320.0147.LDC2009T13_268_7,134320
NYT_ENG_20080514.0187.LDC2009T13_1719_5,NYT_ENG_20080514.0187.LDC2009T13_1719_8,NYT_ENG_20080514.0187.LDC2009T13_1719,Christine Beatty-Lou Beatty,t,NYT_ENG_20080514.0187.LDC2009T13_1719_5-NYT_ENG_20080514.0187.LDC2009T13_1719_8,38358
APW_ENG_20080903.0884.LDC2009T13_36_29,APW_ENG_20080903.0884.LDC2009T13_36_11,APW_ENG_20080903.0884.LDC2009T13_36,Benazir Bhutto-Asif Ali Zardari,t,APW_ENG_20080903.0884.LDC2009T13_36_29-APW_ENG_20080903.0884.LDC2009T13_36_11,246242
NYT_ENG_20080713.0030.LDC2009T13_1097_0,NYT_ENG_20080713.0030.LDC2009T13_1097_3,NYT_ENG_20080713.0030.LDC2009T13_1097,Marc Shaiman-Scott Wittman,t,NYT_ENG_20080713.0030.LDC2009T13_1097_0-NYT_ENG_20080713.0030.LDC2009T13_1097_3,37113
eng-WL-11-174579-12936964_17_0,eng-WL-11-174579-12936964_17_13,eng-WL-11-174579-12936964_17,Jennifer Aniston-Brad Pitt,t,eng-WL-11-174579-12936964_17_0-eng-WL-11-174579-12936964_17_13,132355
83287@8_10,83287@8_16,83287@8,Michelle Obama-Barack Obama,t,83287@8_10-83287@8_16,140687
APW_ENG_20080424.1411.LDC2009T13_240_20,APW_ENG_20080424.1411.LDC2009T13_240_23,APW_ENG_20080424.1411.LDC2009T13_240,Whitney Houston-Bobby Brown,t,APW_ENG_20080424.1411.LDC2009T13_240_20-APW_ENG_20080424.1411.LDC2009T13_240_23,28374
LTW_ENG_20080214.0049.LDC2009T13_92_1,LTW_ENG_20080214.0049.LDC2009T13_92_7,LTW_ENG_20080214.0049.LDC2009T13_92,Hayden Christensen-Rachel Bilson,t,LTW_ENG_20080214.0049.LDC2009T13_92_1-LTW_ENG_20080214.0049.LDC2009T13_92_7,247144
47637@42_17,47637@42_11,47637@42,Bill Clinton-Hillary Rodham Clinton,t,47637@42_17-47637@42_11,238236
eng-WL-11-174595-12968293_1646_0,eng-WL-11-174595-12968293_1646_3,eng-WL-11-174595-12968293_1646,Justin Timberlake-Jessica Biel,t,eng-WL-11-174595-12968293_1646_0-eng-WL-11-174595-12968293_1646_3,111701
eng-WL-11-174595-12968321_752_53,eng-WL-11-174595-12968321_752_0,eng-WL-11-174595-12968321_752,Eva Longoria-Tony Parker,t,eng-WL-11-174595-12968321_752_53-eng-WL-11-174595-12968321_752_0,92721
eng-WL-11-174595-12967828_2155_10,eng-WL-11-174595-12967828_2155_0,eng-WL-11-174595-12967828_2155,Richie Sambora-Denise Richards,t,eng-WL-11-174595-12967828_2155_10-eng-WL-11-174595-12967828_2155_0,14842
eng-NG-31-145805-10295978_106_27,eng-NG-31-145805-10295978_106_13,eng-NG-31-145805-10295978_106,Tom Cruise-Katie Holmes,t,eng-NG-31-145805-10295978_106_27-eng-NG-31-145805-10295978_106_13,126313
APW_ENG_20080214.1177.LDC2009T13_21_0,APW_ENG_20080214.1177.LDC2009T13_21_3,APW_ENG_20080214.1177.LDC2009T13_21,Marty Stuart-Connie Smith,t,APW_ENG_20080214.1177.LDC2009T13_21_0-APW_ENG_20080214.1177.LDC2009T13_21_3,279674
LTW_ENG_20080802.0038.LDC2009T13_797_10,LTW_ENG_20080802.0038.LDC2009T13_797_13,LTW_ENG_20080802.0038.LDC2009T13_797,Tim Robbins-Susan Sarandon,t,LTW_ENG_20080802.0038.LDC2009T13_797_10-LTW_ENG_20080802.0038.LDC2009T13_797_13,128974
eng-WL-11-174603-12971002_503_41,eng-WL-11-174603-12971002_503_32,eng-WL-11-174603-12971002_503,Maggie Gyllenhaal-Peter Sarsgaard,t,eng-WL-11-174603-12971002_503_41-eng-WL-11-174603-12971002_503_32,247620
LTW_ENG_20080508.0058.LDC2009T13_1748_4,LTW_ENG_20080508.0058.LDC2009T13_1748_17,LTW_ENG_20080508.0058.LDC2009T13_1748,Michael Douglas-Catherine Zeta-Jones,t,LTW_ENG_20080508.0058.LDC2009T13_1748_4-LTW_ENG_20080508.0058.LDC2009T13_1748_17,91405
eng-NG-31-102599-10989951_310_7,eng-NG-31-102599-10989951_310_4,eng-NG-31-102599-10989951_310,George Jones-Tammy Wynette,t,eng-NG-31-102599-10989951_310_7-eng-NG-31-102599-10989951_310_4,153132
eng-WL-11-174579-12936226_0_1,eng-WL-11-174579-12936226_0_6,eng-WL-11-174579-12936226_0,Brad Pitt-Jennifer Aniston,t,eng-WL-11-174579-12936226_0_1-eng-WL-11-174579-12936226_0_6,49330
AFP_ENG_20080707.0224.LDC2009T13_10_3,AFP_ENG_20080707.0224.LDC2009T13_10_10,AFP_ENG_20080707.0224.LDC2009T13_10,Nicole Kidman-Keith Urban,t,AFP_ENG_20080707.0224.LDC2009T13_10_3-AFP_ENG_20080707.0224.LDC2009T13_10_10,128745
AFP_ENG_20070307.0075.LDC2009T13_8_2,AFP_ENG_20070307.0075.LDC2009T13_8_8,AFP_ENG_20070307.0075.LDC2009T13_8,Elizabeth Hurley-Arun Nayar,t,AFP_ENG_20070307.0075.LDC2009T13_8_2-AFP_ENG_20070307.0075.LDC2009T13_8_8,9107
LTW_ENG_20070126.0141.LDC2009T13_0_0,LTW_ENG_20070126.0141.LDC2009T13_0_7,LTW_ENG_20070126.0141.LDC2009T13_0,Eleanor McGovern-George McGovern,t,LTW_ENG_20070126.0141.LDC2009T13_0_0-LTW_ENG_20070126.0141.LDC2009T13_0_7,210539
APW_ENG_20070619.0949.LDC2009T13_0_15,APW_ENG_20070619.0949.LDC2009T13_0_5,APW_ENG_20070619.0949.LDC2009T13_0,Fergie-Josh Duhamel,t,APW_ENG_20070619.0949.LDC2009T13_0_15-APW_ENG_20070619.0949.LDC2009T13_0_5,184728
39585@31_33,39585@31_40,39585@31,Anne Wojcicki-Sergey Brin,t,39585@31_33-39585@31_40,60899
LTW_ENG_20080828.0079.LDC2009T13_358_32,LTW_ENG_20080828.0079.LDC2009T13_358_7,LTW_ENG_20080828.0079.LDC2009T13_358,Barack Obama-Michelle Obama,t,LTW_ENG_20080828.0079.LDC2009T13_358_32-LTW_ENG_20080828.0079.LDC2009T13_358_7,174348
NYT_ENG_20071219.0056.LDC2009T13_92_18,NYT_ENG_20071219.0056.LDC2009T13_92_9,NYT_ENG_20071219.0056.LDC2009T13_92,Raymond Carver-Tess Gallagher,t,NYT_ENG_20071219.0056.LDC2009T13_92_18-NYT_ENG_20071219.0056.LDC2009T13_92_9,77688
APW_ENG_20071221.1184.LDC2009T13_142_15,APW_ENG_20071221.1184.LDC2009T13_142_34,APW_ENG_20071221.1184.LDC2009T13_142,Britney Spears-Kevin Federline,t,APW_ENG_20071221.1184.LDC2009T13_142_15-APW_ENG_20071221.1184.LDC2009T13_142_34,162526
19451@22_12,19451@22_4,19451@22,Jeanne Shaheen-Bill Shaheen,t,19451@22_12-19451@22_4,255825
NYT_ENG_20080902.0018.LDC2009T13_86_11,NYT_ENG_20080902.0018.LDC2009T13_86_4,NYT_ENG_20080902.0018.LDC2009T13_86,John McCain-Cindy McCain,t,NYT_ENG_20080902.0018.LDC2009T13_86_11-NYT_ENG_20080902.0018.LDC2009T13_86_4,230879
AFP_ENG_20070610.0237.LDC2009T13_11_30,AFP_ENG_20070610.0237.LDC2009T13_11_3,AFP_ENG_20070610.0237.LDC2009T13_11,Yoko Ono-John Lennon,t,AFP_ENG_20070610.0237.LDC2009T13_11_30-AFP_ENG_20070610.0237.LDC2009T13_11_3,42402
eng-WL-107-174567-12932310_44_0,eng-WL-107-174567-12932310_44_3,eng-WL-107-174567-12932310_44,Vanessa Minnillo-Nick Lachey,t,eng-WL-107-174567-12932310_44_0-eng-WL-107-174567-12932310_44_3,169690
eng-WL-110-174612-12990752_49_39,eng-WL-110-174612-12990752_49_83,eng-WL-110-174612-12990752_49,Janet Jackson-Jermaine Dupri,t,eng-WL-110-174612-12990752_49_39-eng-WL-110-174612-12990752_49_83,74449
LTW_ENG_20080108.0056.LDC2009T13_708_40,LTW_ENG_20080108.0056.LDC2009T13_708_23,LTW_ENG_20080108.0056.LDC2009T13_708,John Gregory Dunne-Joan Didion,t,LTW_ENG_20080108.0056.LDC2009T13_708_40-LTW_ENG_20080108.0056.LDC2009T13_708_23,109048
eng-WL-11-174611-12978502_126_13,eng-WL-11-174611-12978502_126_8,eng-WL-11-174611-12978502_126,Gwen Verdon-Bob Fosse,t,eng-WL-11-174611-12978502_126_13-eng-WL-11-174611-12978502_126_8,52677
eng-WL-109-174581-12950008_143_2,eng-WL-109-174581-12950008_143_5,eng-WL-109-174581-12950008_143,Tobey Maguire-Jennifer Meyer,t,eng-WL-109-174581-12950008_143_2-eng-WL-109-174581-12950008_143_5,66692
eng-WL-11-174595-12967286_1022_2,eng-WL-11-174595-12967286_1022_6,eng-WL-11-174595-12967286_1022,Kevin Federline-Shar Jackson,t,eng-WL-11-174595-12967286_1022_2-eng-WL-11-174595-12967286_1022_6,284400
NYT_ENG_20070319.0173.LDC2009T13_909_6,NYT_ENG_20070319.0173.LDC2009T13_909_9,NYT_ENG_20070319.0173.LDC2009T13_909,Tori Spelling-Dean McDermott,t,NYT_ENG_20070319.0173.LDC2009T13_909_6-NYT_ENG_20070319.0173.LDC2009T13_909_9,15216
eng-WL-11-174574-12937964_54_7,eng-WL-11-174574-12937964_54_12,eng-WL-11-174574-12937964_54,Rihanna-Chris Brown,t,eng-WL-11-174574-12937964_54_7-eng-WL-11-174574-12937964_54_12,49235
99086@4_47,99086@4_40,99086@4,Benazir Bhutto-Asif Ali Zardari,t,99086@4_47-99086@4_40,142243
48898@3_28,48898@3_1,48898@3,Bill Clinton-Hillary Rodham Clinton,t,48898@3_28-48898@3_1,216793
AFP_ENG_20070705.0184.LDC2009T13_86_17,AFP_ENG_20070705.0184.LDC2009T13_86_20,AFP_ENG_20070705.0184.LDC2009T13_86,Michael Douglas-Catherine Zeta-Jones,t,AFP_ENG_20070705.0184.LDC2009T13_86_17-AFP_ENG_20070705.0184.LDC2009T13_86_20,163671
APW_ENG_20070322.0427.LDC2009T13_75_4,APW_ENG_20070322.0427.LDC2009T13_75_1,APW_ENG_20070322.0427.LDC2009T13_75,Maxim Staviski-Albena Denkova,t,APW_ENG_20070322.0427.LDC2009T13_75_4-APW_ENG_20070322.0427.LDC2009T13_75_1,126013
eng-WL-11-174583-12937191_163_0,eng-WL-11-174583-12937191_163_3,eng-WL-11-174583-12937191_163,Pamela Anderson-Rick Salomon,t,eng-WL-11-174583-12937191_163_0-eng-WL-11-174583-12937191_163_3,124097
70775@38_44,70775@38_23,70775@38,Amy Madigan-Ed Harris,t,70775@38_44-70775@38_23,277192
AFP_ENG_20070102.0383.LDC2009T13_684_12,AFP_ENG_20070102.0383.LDC2009T13_684_19,AFP_ENG_20070102.0383.LDC2009T13_684,Nancy Reagan-Ronald Reagan,t,AFP_ENG_20070102.0383.LDC2009T13_684_12-AFP_ENG_20070102.0383.LDC2009T13_684_19,181649
APW_ENG_20070204.0738.LDC2009T13_21_0,APW_ENG_20070204.0738.LDC2009T13_21_10,APW_ENG_20070204.0738.LDC2009T13_21,Nick Lachey-Vanessa Minnillo,t,APW_ENG_20070204.0738.LDC2009T13_21_0-APW_ENG_20070204.0738.LDC2009T13_21_10,240087
XIN_ENG_20080221.0124.LDC2009T13_130_17,XIN_ENG_20080221.0124.LDC2009T13_130_3,XIN_ENG_20080221.0124.LDC2009T13_130,Jose Miguel Arroyo-Gloria Macapagal-Arroyo,t,XIN_ENG_20080221.0124.LDC2009T13_130_17-XIN_ENG_20080221.0124.LDC2009T13_130_3,249416
eng-WL-107-174567-12931951_179_1,eng-WL-107-174567-12931951_179_26,eng-WL-107-174567-12931951_179,Guy Ritchie-Madonna,t,eng-WL-107-174567-12931951_179_1-eng-WL-107-174567-12931951_179_26,247705
37077@35_24,37077@35_7,37077@35,Judy Garland-Vincente Minnelli,t,37077@35_24-37077@35_7,274996
XIN_ENG_20070626.0030.LDC2009T13_519_16,XIN_ENG_20070626.0030.LDC2009T13_519_13,XIN_ENG_20070626.0030.LDC2009T13_519,Craig Hatkoff-Jane Rosenthal,t,XIN_ENG_20070626.0030.LDC2009T13_519_16-XIN_ENG_20070626.0030.LDC2009T13_519_13,248550
eng-NG-31-145805-10295565_91_11,eng-NG-31-145805-10295565_91_1,eng-NG-31-145805-10295565_91,Tom Cruise-Katie Holmes,t,eng-NG-31-145805-10295565_91_11-eng-NG-31-145805-10295565_91_1,29062
APW_ENG_20070323.0274.LDC2009T13_88_11,APW_ENG_20070323.0274.LDC2009T13_88_14,APW_ENG_20070323.0274.LDC2009T13_88,Albena Denkova-Maxim Staviski,t,APW_ENG_20070323.0274.LDC2009T13_88_11-APW_ENG_20070323.0274.LDC2009T13_88_14,145718
eng-WL-11-174583-12936883_0_3,eng-WL-11-174583-12936883_0_0,eng-WL-11-174583-12936883_0,Angelina Jolie-Brad Pitt,t,eng-WL-11-174583-12936883_0_3-eng-WL-11-174583-12936883_0_0,225763
eng-WL-11-174595-12968485_2982_5,eng-WL-11-174595-12968485_2982_0,eng-WL-11-174595-12968485_2982,Tim Burton-Helena Bonham Carter,t,eng-WL-11-174595-12968485_2982_5-eng-WL-11-174595-12968485_2982_0,87203
NYT_ENG_20071025.0212.LDC2009T13_434_2,NYT_ENG_20071025.0212.LDC2009T13_434_8,NYT_ENG_20071025.0212.LDC2009T13_434,Sam Riley-Alexandra Maria Lara,t,NYT_ENG_20071025.0212.LDC2009T13_434_2-NYT_ENG_20071025.0212.LDC2009T13_434_8,249897
LTW_ENG_20070826.0009.LDC2009T13_1200_29,LTW_ENG_20070826.0009.LDC2009T13_1200_35,LTW_ENG_20070826.0009.LDC2009T13_1200,Tori Spelling-Dean McDermott,t,LTW_ENG_20070826.0009.LDC2009T13_1200_29-LTW_ENG_20070826.0009.LDC2009T13_1200_35,285919
APW_ENG_20080824.0274.LDC2009T13_49_34,APW_ENG_20080824.0274.LDC2009T13_49_23,APW_ENG_20080824.0274.LDC2009T13_49,Benazir Bhutto-Asif Ali Zardari,t,APW_ENG_20080824.0274.LDC2009T13_49_34-APW_ENG_20080824.0274.LDC2009T13_49_23,45796
LTW_ENG_20080101.0054.LDC2009T13_398_48,LTW_ENG_20080101.0054.LDC2009T13_398_38,LTW_ENG_20080101.0054.LDC2009T13_398,Victoria Beckham-David Beckham,t,LTW_ENG_20080101.0054.LDC2009T13_398_48-LTW_ENG_20080101.0054.LDC2009T13_398_38,96372
NYT_ENG_20080424.0104.LDC2009T13_5_2,NYT_ENG_20080424.0104.LDC2009T13_5_5,NYT_ENG_20080424.0104.LDC2009T13_5,Etgar Keret-Shira Geffen,t,NYT_ENG_20080424.0104.LDC2009T13_5_2-NYT_ENG_20080424.0104.LDC2009T13_5_5,272732
XIN_ENG_20071122.0245.LDC2009T13_238_0,XIN_ENG_20071122.0245.LDC2009T13_238_5,XIN_ENG_20071122.0245.LDC2009T13_238,Faye Wong-Li Yapeng,t,XIN_ENG_20071122.0245.LDC2009T13_238_0-XIN_ENG_20071122.0245.LDC2009T13_238_5,174828
eng-WL-107-174567-12931800_84_9,eng-WL-107-174567-12931800_84_12,eng-WL-107-174567-12931800_84,Avril Lavigne-Deryck Whibley,t,eng-WL-107-174567-12931800_84_9-eng-WL-107-174567-12931800_84_12,146267
eng-WL-11-174643-13000321_491_18,eng-WL-11-174643-13000321_491_21,eng-WL-11-174643-13000321_491,Trisha Yearwood-Garth brooks,t,eng-WL-11-174643-13000321_491_18-eng-WL-11-174643-13000321_491_21,173037
eng-WL-107-174567-12933895_11_5,eng-WL-107-174567-12933895_11_0,eng-WL-107-174567-12933895_11,Courtney Love-Kurt Cobain,t,eng-WL-107-174567-12933895_11_5-eng-WL-107-174567-12933895_11_0,28856
APW_ENG_20070731.0025.LDC2009T13_14_5,APW_ENG_20070731.0025.LDC2009T13_14_0,APW_ENG_20070731.0025.LDC2009T13_14,Kevin Federline-Britney Spears,t,APW_ENG_20070731.0025.LDC2009T13_14_5-APW_ENG_20070731.0025.LDC2009T13_14_0,85457
68991@41_23,68991@41_15,68991@41,Tommy Lee-Pamela Anderson,t,68991@41_23-68991@41_15,122283
eng-WL-11-174595-12967569_754_0,eng-WL-11-174595-12967569_754_3,eng-WL-11-174595-12967569_754,David Beckham-Victoria Beckham,t,eng-WL-11-174595-12967569_754_0-eng-WL-11-174595-12967569_754_3,72726
APW_ENG_20080707.0379.LDC2009T13_16_13,APW_ENG_20080707.0379.LDC2009T13_16_3,APW_ENG_20080707.0379.LDC2009T13_16,Zara Phillips-Mike Tindall,t,APW_ENG_20080707.0379.LDC2009T13_16_13-APW_ENG_20080707.0379.LDC2009T13_16_3,144790
NYT_ENG_20070619.0022.LDC2009T13_9_48,NYT_ENG_20070619.0022.LDC2009T13_9_45,NYT_ENG_20070619.0022.LDC2009T13_9,Nancy Spungen-Sid Vicious,t,NYT_ENG_20070619.0022.LDC2009T13_9_48-NYT_ENG_20070619.0022.LDC2009T13_9_45,230081
NYT_ENG_20070112.0012.LDC2009T13_266_10,NYT_ENG_20070112.0012.LDC2009T13_266_7,NYT_ENG_20070112.0012.LDC2009T13_266,Katie Holmes-Tom Cruise,t,NYT_ENG_20070112.0012.LDC2009T13_266_10-NYT_ENG_20070112.0012.LDC2009T13_266_7,231595
AFP_ENG_20081027.0094.LDC2009T13_35_5,AFP_ENG_20081027.0094.LDC2009T13_35_8,AFP_ENG_20081027.0094.LDC2009T13_35,Bruce Willis-Demi Moore,t,AFP_ENG_20081027.0094.LDC2009T13_35_5-AFP_ENG_20081027.0094.LDC2009T13_35_8,103724
eng-WL-11-174595-12966287_569_0,eng-WL-11-174595-12966287_569_8,eng-WL-11-174595-12966287_569,Marilyn Manson-Dita Von Teese,t,eng-WL-11-174595-12966287_569_0-eng-WL-11-174595-12966287_569_8,88072
APW_ENG_20080402.0065.LDC2009T13_419_36,APW_ENG_20080402.0065.LDC2009T13_419_31,APW_ENG_20080402.0065.LDC2009T13_419,Tammy Baldwin-Lauren Azar,t,APW_ENG_20080402.0065.LDC2009T13_419_36-APW_ENG_20080402.0065.LDC2009T13_419_31,206527
NYT_ENG_20071023.0201.LDC2009T13_280_15,NYT_ENG_20071023.0201.LDC2009T13_280_7,NYT_ENG_20071023.0201.LDC2009T13_280,John McCain-Cindy McCain,t,NYT_ENG_20071023.0201.LDC2009T13_280_15-NYT_ENG_20071023.0201.LDC2009T13_280_7,271558
eng-WL-11-174595-12967723_9_35,eng-WL-11-174595-12967723_9_43,eng-WL-11-174595-12967723_9,Kevin Federline-Britney Spears,t,eng-WL-11-174595-12967723_9_35-eng-WL-11-174595-12967723_9_43,106459
eng-WL-11-174595-12967587_7_7,eng-WL-11-174595-12967587_7_15,eng-WL-11-174595-12967587_7,Jessica Simpson-Nick Lachey,t,eng-WL-11-174595-12967587_7_7-eng-WL-11-174595-12967587_7_15,56494
47482@17_19,47482@17_26,47482@17,Lucille Ball-Gary Morton,t,47482@17_19-47482@17_26,80496
APW_ENG_20070615.1512.LDC2009T13_0_9,APW_ENG_20070615.1512.LDC2009T13_0_0,APW_ENG_20070615.1512.LDC2009T13_0,Pamela Bach-David Hasselhoff,t,APW_ENG_20070615.1512.LDC2009T13_0_9-APW_ENG_20070615.1512.LDC2009T13_0_0,9032
NYT_ENG_20070326.0177.LDC2009T13_8_5,NYT_ENG_20070326.0177.LDC2009T13_8_16,NYT_ENG_20070326.0177.LDC2009T13_8,Bill Clinton-Hillary Rodham Clinton,t,NYT_ENG_20070326.0177.LDC2009T13_8_5-NYT_ENG_20070326.0177.LDC2009T13_8_16,95525
91738@84_28,91738@84_22,91738@84,Maria Shriver-Arnold Schwarzenegger,t,91738@84_28-91738@84_22,5388
APW_ENG_20080108.0077.LDC2009T13_95_1,APW_ENG_20080108.0077.LDC2009T13_95_12,APW_ENG_20080108.0077.LDC2009T13_95,Jerry Seinfeld-Jessica Seinfeld,t,APW_ENG_20080108.0077.LDC2009T13_95_1-APW_ENG_20080108.0077.LDC2009T13_95_12,263910
eng-NG-31-141957-9979042_38_13,eng-NG-31-141957-9979042_38_16,eng-NG-31-141957-9979042_38,Johnny Depp-Vanessa Paradis,t,eng-NG-31-141957-9979042_38_13-eng-NG-31-141957-9979042_38_16,201408
eng-WL-11-174595-12967649_1403_9,eng-WL-11-174595-12967649_1403_0,eng-WL-11-174595-12967649_1403,Jessica Simpson-Nick Lachey,t,eng-WL-11-174595-12967649_1403_9-eng-WL-11-174595-12967649_1403_0,37458
NYT_ENG_20080421.0149.LDC2009T13_445_0,NYT_ENG_20080421.0149.LDC2009T13_445_35,NYT_ENG_20080421.0149.LDC2009T13_445,Michelle Obama-Barack Obama,t,NYT_ENG_20080421.0149.LDC2009T13_445_0-NYT_ENG_20080421.0149.LDC2009T13_445_35,229507
APW_ENG_20080707.0379.LDC2009T13_16_3,APW_ENG_20080707.0379.LDC2009T13_16_13,APW_ENG_20080707.0379.LDC2009T13_16,Mike Tindall-Zara Phillips,t,APW_ENG_20080707.0379.LDC2009T13_16_3-APW_ENG_20080707.0379.LDC2009T13_16_13,104914
eng-NG-31-100573-10893611_823_27,eng-NG-31-100573-10893611_823_35,eng-NG-31-100573-10893611_823,Abraham-Hagar,t,eng-NG-31-100573-10893611_823_27-eng-NG-31-100573-10893611_823_35,8576
APW_ENG_20080523.0089.LDC2009T13_260_3,APW_ENG_20080523.0089.LDC2009T13_260_6,APW_ENG_20080523.0089.LDC2009T13_260,Jonathan Dayton-Valerie Faris,t,APW_ENG_20080523.0089.LDC2009T13_260_3-APW_ENG_20080523.0089.LDC2009T13_260_6,147818
NYT_ENG_20080925.0211.LDC2009T13_1132_4,NYT_ENG_20080925.0211.LDC2009T13_1132_1,NYT_ENG_20080925.0211.LDC2009T13_1132,Nick Lachey-Jessica Simpson,t,NYT_ENG_20080925.0211.LDC2009T13_1132_4-NYT_ENG_20080925.0211.LDC2009T13_1132_1,37340
eng-WL-107-174567-12931854_240_14,eng-WL-107-174567-12931854_240_7,eng-WL-107-174567-12931854_240,Mel Gibson-Oksana Grigorieva,t,eng-WL-107-174567-12931854_240_14-eng-WL-107-174567-12931854_240_7,205635
NYT_ENG_20070514.0053.LDC2009T13_156_12,NYT_ENG_20070514.0053.LDC2009T13_156_22,NYT_ENG_20070514.0053.LDC2009T13_156,Mariane Pearl-Daniel Pearl,t,NYT_ENG_20070514.0053.LDC2009T13_156_12-NYT_ENG_20070514.0053.LDC2009T13_156_22,230577
eng-WL-11-174595-12969663_8_26,eng-WL-11-174595-12969663_8_19,eng-WL-11-174595-12969663_8,Casey Aldridge-Jamie Lynn Spears,t,eng-WL-11-174595-12969663_8_26-eng-WL-11-174595-12969663_8_19,249753
eng-WL-11-174584-12960545_12_6,eng-WL-11-174584-12960545_12_0,eng-WL-11-174584-12960545_12,Tye Strickland-Melissa Rycroft,t,eng-WL-11-174584-12960545_12_6-eng-WL-11-174584-12960545_12_0,53957
LTW_ENG_20080825.0033.LDC2009T13_450_23,LTW_ENG_20080825.0033.LDC2009T13_450_17,LTW_ENG_20080825.0033.LDC2009T13_450,Robert F. Kennedy-Ethel Kennedy,t,LTW_ENG_20080825.0033.LDC2009T13_450_23-LTW_ENG_20080825.0033.LDC2009T13_450_17,267536
APW_ENG_20070705.1193.LDC2009T13_815_5,APW_ENG_20070705.1193.LDC2009T13_815_8,APW_ENG_20070705.1193.LDC2009T13_815,Richard Williams-Oracene Price,t,APW_ENG_20070705.1193.LDC2009T13_815_5-APW_ENG_20070705.1193.LDC2009T13_815_8,25171
