p1_id,p2_id,doc_id,sentence_index,label,expectation,tokens,p1_text,p1_start,p1_end,p2_text,p2_start,p2_end,features,weights
2aab4c3a-b597-4710-9d82-bbb04866caf4_21_1_2,2aab4c3a-b597-4710-9d82-bbb04866caf4_21_4_4,2aab4c3a-b597-4710-9d82-bbb04866caf4,21,,0.995,"{``,Jim,Bob,and,Michelle,are,the,people,they,appear,to,be,on,TV,--,they,are,good,people,and,will,be,there,to,support,Amy,"","",'',another,source,close,to,the,family,tells,``,ET,.,''}",Jim Bob,1,2,Michelle,4,4,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",W_LEMMA_L_1_R_1_[``]_[be],""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[``]_[be the]"",""W_LEMMA_L_2_R_2_['' ``]_[be the]"",""W_LEMMA_L_3_R_2_[. '' ``]_[be the]"",""W_LEMMA_L_2_R_1_['' ``]_[be]"",""W_LEMMA_L_1_R_3_[``]_[be the people]"",""W_LEMMA_L_3_R_1_[. '' ``]_[be]"",""W_LEMMA_L_2_R_3_['' ``]_[be the people]"",""W_LEMMA_L_3_R_3_[. '' ``]_[be the people]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.028494,0.0230933,-0.00337211,-0.00249501,0,0,0,0,0,0,0}"
17017331-dfa6-4fbc-a64f-05c04be7612b_10_13_14,17017331-dfa6-4fbc-a64f-05c04be7612b_10_10_11,17017331-dfa6-4fbc-a64f-05c04be7612b,10,,0.994,"{Here,'s,a,full,breakdown,of,all,the,dances,:,Victor,Espinoza,and,Karina,Smirnoff,-LRB-,salsa,-RRB-,The,dance,:,Fun,fact,:,Victor,Espinoza,has,no,short-term,memory,"","",which,makes,learning,the,steps,of,dances,a,bit,difficult,.}",Karina Smirnoff,13,14,Victor Espinoza,10,11,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",INV_W_LEMMA_L_1_R_1_[:]_[-lrb-],INV_LENGTHS_[3_3],""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_1_R_3_[:]_[-lrb- salsa -rrb-]"",""INV_W_LEMMA_L_1_R_2_[:]_[-lrb- salsa]"",""INV_W_LEMMA_L_2_R_3_[dance :]_[-lrb- salsa -rrb-]"",""INV_W_LEMMA_L_3_R_2_[the dance :]_[-lrb- salsa]"",""INV_W_LEMMA_L_2_R_2_[dance :]_[-lrb- salsa]"",""INV_W_LEMMA_L_3_R_3_[the dance :]_[-lrb- salsa -rrb-]"",""INV_W_LEMMA_L_3_R_1_[the dance :]_[-lrb-]"",""INV_W_LEMMA_L_2_R_1_[dance :]_[-lrb-]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,-0.137157,0.0676956,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,-2.9844e-08,-2.9844e-08,0,0,0,0,0,0}"
2084edd1-6c74-418c-93bd-40fd085bf961_22_40_41,2084edd1-6c74-418c-93bd-40fd085bf961_22_37_38,2084edd1-6c74-418c-93bd-40fd085bf961,22,,0.999,"{Om,Shree,Ganesha,Bala,Vrinda,group,"","",comprising,of,children,of,some,of,the,members,of,the,Festival,Committee,and,other,children,from,the,Mangalorean,community,"","",well,trained,under,the,guidance,of,Koni,Prakash,Naik,"","",Karunakar,Rao,and,Ashok,Kotian,"","",presented,beautiful,Bhajans,melodiously,.}",Ashok Kotian,40,41,Karunakar Rao,37,38,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],""INV_W_LEMMA_L_1_R_1_[,]_[,]"",INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_1_[PERSON O]_[O]"",""INV_W_NER_L_2_R_3_[PERSON O]_[O O O]"",""INV_W_NER_L_3_R_1_[PERSON PERSON O]_[O]"",""INV_W_NER_L_3_R_3_[PERSON PERSON O]_[O O O]"",""INV_W_NER_L_2_R_2_[PERSON O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[PERSON PERSON O]_[O O]"",""INV_W_LEMMA_L_3_R_2_[Prakash Naik ,]_[, present]"",""INV_W_LEMMA_L_2_R_2_[Naik ,]_[, present]"",""INV_W_LEMMA_L_2_R_3_[Naik ,]_[, present beautiful]"",""INV_W_LEMMA_L_3_R_1_[Prakash Naik ,]_[,]"",""INV_W_LEMMA_L_2_R_1_[Naik ,]_[,]"",""INV_W_LEMMA_L_1_R_3_[,]_[, present beautiful]"",""INV_W_LEMMA_L_1_R_2_[,]_[, present]"",""INV_W_LEMMA_L_3_R_3_[Prakash Naik ,]_[, present beautiful]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.620401,0.334665,0.330707,0.324957,-0.282554,0.240517,0.219782,-0.20124,-0.182793,-0.117852,-0.0994847,-0.044868,-0.0407692,-0.0034324,0,0,0,0,0,0,0,0}"
508b9ee8-4f19-4a06-bd6e-2382547881d7_64_15_15,508b9ee8-4f19-4a06-bd6e-2382547881d7_64_17_17,508b9ee8-4f19-4a06-bd6e-2382547881d7,64,,0.984,"{Now,there,'s,an,official,announcement,in,the,form,of,a,21-second,teaser,:,With,Bob,and,David,will,drop,on,Nov.,13,.}",Bob,15,15,David,17,17,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],LENGTHS_[0_1],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",W_LEMMA_L_1_R_1_[with]_[will],""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_1_[: with]_[will]"",""W_LEMMA_L_3_R_2_[teaser : with]_[will drop]"",""W_LEMMA_L_1_R_3_[with]_[will drop on]"",""W_LEMMA_L_2_R_3_[: with]_[will drop on]"",""W_LEMMA_L_2_R_2_[: with]_[will drop]"",""W_LEMMA_L_3_R_1_[teaser : with]_[will]"",""W_LEMMA_L_3_R_3_[teaser : with]_[will drop on]"",""W_LEMMA_L_1_R_2_[with]_[will drop]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.421531,0.329788,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0230933,-0.00388278,-0.00337211,0,0,0,0,0,0,0,0}"
546766ce-5684-4ed6-8ae8-18c21c1f40bb_16_20_20,546766ce-5684-4ed6-8ae8-18c21c1f40bb_16_18_18,546766ce-5684-4ed6-8ae8-18c21c1f40bb,16,,0.995,"{He,perfectly,described,the,trip,as,climbing,Mt.,Pinatubo,was,like,climbing,Mordor,"","",the,same,volcano,that,Frodo,and,Sam,had,to,climb,to,destroy,the,One,Ring,of,Sauron,.}",Sam,20,20,Frodo,18,18,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[0_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",INV_W_LEMMA_L_1_R_1_[that]_[have],""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_1_R_2_[that]_[have to]"",""INV_W_LEMMA_L_1_R_3_[that]_[have to climb]"",""INV_W_LEMMA_L_2_R_1_[volcano that]_[have]"",""INV_W_LEMMA_L_3_R_3_[same volcano that]_[have to climb]"",""INV_W_LEMMA_L_3_R_1_[same volcano that]_[have]"",""INV_W_LEMMA_L_3_R_2_[same volcano that]_[have to]"",""INV_W_LEMMA_L_2_R_2_[volcano that]_[have to]"",""INV_W_LEMMA_L_2_R_3_[volcano that]_[have to climb]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.491068,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.149643,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,-1.40798e-05,0,0,0,0,0,0,0}"
16b8215e-5b93-47ef-88c6-f8a6004e5ef6_119_0_0,16b8215e-5b93-47ef-88c6-f8a6004e5ef6_119_2_2,16b8215e-5b93-47ef-88c6-f8a6004e5ef6,119,,1,"{Peter,and,Paul,"","",Philadelphia,4:45,pm,:,Visit,to,Independence,Mall,7:30,pm,:,Visit,to,the,Festival,of,Families,Benjamin,Franklin,Parkway,SUNDAY,:,PHILADELPHIA,9:15,am,:,Meeting,with,bishops,at,St.,Martin,'s,Chapel,"","",St.,Charles,Borromeo,Seminary,11am,:,Visit,to,Curran-Fromhold,Correctional,Facility,4pm,:,Mass,for,the,conclusion,of,the,World,Meeting,of,Families,"","",Benjamin,Franklin,Parkway,7pm,:,Visit,with,organizers,"","",volunteers,and,benefactors,of,the,World,Meeting,of,Families,"","",Atlantic,Aviation,8pm,:,Departure,for,Rome}",Peter,0,0,Paul,2,2,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[1_0],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],W_NER_L_1_R_1_[LOCATION]_[O],""W_NER_L_2_R_1_[O LOCATION]_[O]"",""W_NER_L_3_R_2_[O O LOCATION]_[O LOCATION]"",""W_NER_L_2_R_2_[O LOCATION]_[O LOCATION]"",""W_NER_L_1_R_2_[LOCATION]_[O LOCATION]"",""W_NER_L_3_R_1_[O O LOCATION]_[O]"",""W_LEMMA_L_3_R_3_[departure for Rome]_[, Philadelphia 4:45]"",""W_NER_L_2_R_3_[O LOCATION]_[O LOCATION TIME]"",""W_LEMMA_L_2_R_2_[for Rome]_[, Philadelphia]"",""W_NER_L_3_R_3_[O O LOCATION]_[O LOCATION TIME]"",""W_LEMMA_L_2_R_3_[for Rome]_[, Philadelphia 4:45]"",""W_LEMMA_L_1_R_2_[Rome]_[, Philadelphia]"",""W_NER_L_1_R_3_[LOCATION]_[O LOCATION TIME]"",""W_LEMMA_L_2_R_1_[for Rome]_[,]"",""W_LEMMA_L_3_R_1_[departure for Rome]_[,]"",""W_LEMMA_L_1_R_1_[Rome]_[,]"",""W_LEMMA_L_1_R_3_[Rome]_[, Philadelphia 4:45]"",""W_LEMMA_L_3_R_2_[departure for Rome]_[, Philadelphia]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.518601,0.329788,0.325916,0.324841,-0.0507248,-0.0404727,0.0179732,0.0179732,0.0179732,-0.0158005,0,0,0,0,0,0,0,0,0,0,0,0}"
4e85f4ea-d5e2-4dc3-9c99-c4be4165d366_13_15_15,4e85f4ea-d5e2-4dc3-9c99-c4be4165d366_13_17_17,4e85f4ea-d5e2-4dc3-9c99-c4be4165d366,13,,0.996,"{--,Aug.,17,:,Joshua,Cline,"","",who,in,April,quit,as,an,aide,to,Courser,and,Gamrat,"","",says,he,was,rebuffed,when,he,confronted,them,about,having,an,``,inappropriate,physical,relationship,.,''}",Courser,15,15,Gamrat,17,17,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_LEMMA_L_1_R_1_[to]_[,]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[to]_[, say]"",""W_LEMMA_L_2_R_1_[aide to]_[,]"",""W_LEMMA_L_3_R_3_[a aide to]_[, say he]"",""W_LEMMA_L_1_R_3_[to]_[, say he]"",""W_LEMMA_L_2_R_3_[aide to]_[, say he]"",""W_LEMMA_L_2_R_2_[aide to]_[, say]"",""W_LEMMA_L_3_R_2_[a aide to]_[, say]"",""W_LEMMA_L_3_R_1_[a aide to]_[,]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.258556,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0230933,-0.00337211,0,0,0,0,0,0,0,0}"
56dda36a-0cca-4911-9faf-4c485e9ddeec_112_13_14,56dda36a-0cca-4911-9faf-4c485e9ddeec_112_10_11,56dda36a-0cca-4911-9faf-4c485e9ddeec,112,,0.99,"{According,to,the,report,"","",two,of,the,men,were,Martin,Borman,and,Adolf,Hitler,.}",Adolf Hitler,13,14,Martin Borman,10,11,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_1_[O O]_[O]"",INV_W_LEMMA_L_1_R_1_[be]_[.],""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_1_[the man be]_[.]"",""INV_W_LEMMA_L_2_R_1_[man be]_[.]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.219782,-0.181359,0.0257407,0.00138261,0,0}"
80b2118c-7543-466c-9217-31f65c74b282_109_5_5,80b2118c-7543-466c-9217-31f65c74b282_109_3_3,80b2118c-7543-466c-9217-31f65c74b282,109,,0.969,"{•,A,multiple,Eisner,and,Harvey,Award,winner,'s,take,on,American,history,•,Great,for,fans,of,Action,Philosophers,and,Hark,!}",Harvey,5,5,Eisner,3,3,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_BETW_L_[nn conj_and]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_2_[a multiple]_[award winner]"",""INV_W_LEMMA_L_3_R_3_[• a multiple]_[award winner 's]"",""INV_W_LEMMA_L_3_R_1_[• a multiple]_[award]"",""INV_W_LEMMA_L_1_R_2_[multiple]_[award winner]"",""INV_BETW_D_[nn winner conj_and]"",""INV_W_LEMMA_L_2_R_3_[a multiple]_[award winner 's]"",INV_W_LEMMA_L_1_R_1_[multiple]_[award],""INV_BETW_[nn winner conj_and]"",""INV_W_LEMMA_L_2_R_1_[a multiple]_[award]"",""INV_W_LEMMA_L_1_R_3_[multiple]_[award winner 's]"",""INV_W_LEMMA_L_3_R_2_[• a multiple]_[award winner]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,-0.282554,0.240517,-0.181359,0.164514,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0,0,0}"
0720a79c-3481-49bc-be9c-1970862fdf4d_44_3_4,0720a79c-3481-49bc-be9c-1970862fdf4d_44_0_1,0720a79c-3481-49bc-be9c-1970862fdf4d,44,,0.921,"{Helen,Mirren,"","",Diane,Lane,"","",Louis,C.K.,and,Elle,Fanning,also,star,.}",Diane Lane,3,4,Helen Mirren,0,1,"{INV_NER_SEQ_[O],""INV_NGRAM_1_[,]"",IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],""INV_WORD_SEQ_[,]"",""INV_LEMMA_SEQ_[,]"",""INV_POS_SEQ_[,]"",""INV_W_LEMMA_L_1_R_1_[.]_[,]"",INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O PERSON PERSON]"",""INV_W_NER_L_3_R_2_[O O O]_[O PERSON]"",""INV_W_NER_L_1_R_2_[O]_[O PERSON]"",""INV_W_NER_L_2_R_3_[O O]_[O PERSON PERSON]"",""INV_W_NER_L_2_R_2_[O O]_[O PERSON]"",""INV_W_LEMMA_L_2_R_1_[star .]_[,]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_NER_L_1_R_3_[O]_[O PERSON PERSON]"",""INV_W_LEMMA_L_1_R_2_[.]_[, Louis]"",""INV_W_LEMMA_L_2_R_3_[star .]_[, Louis C.K.]"",""INV_W_LEMMA_L_3_R_1_[also star .]_[,]"",""INV_W_LEMMA_L_3_R_3_[also star .]_[, Louis C.K.]"",""INV_W_LEMMA_L_2_R_2_[star .]_[, Louis]"",""INV_W_LEMMA_L_3_R_2_[also star .]_[, Louis]"",""INV_W_LEMMA_L_1_R_3_[.]_[, Louis C.K.]""}","{2.94252,-2.07326,-1.41634,-0.949953,0.79178,0.79178,0.79178,0.460675,0.334665,0.330707,0.324957,-0.282554,0.219782,-0.181359,0.147371,0.145679,-0.114722,-0.0611492,-0.029057,0.00334583,0.00138261,0.00067835,0,0,0,0,0,0,0}"
0a3489c0-c699-4d4c-8889-dfc6b7326e09_14_3_4,0a3489c0-c699-4d4c-8889-dfc6b7326e09_14_0_1,0a3489c0-c699-4d4c-8889-dfc6b7326e09,14,,0.995,"{Marcus,Blackmore,and,Stephen,Chapman,both,peeled,off,stock,in,the,soaraway,vitamin,outfit,Blackmores,.}",Stephen Chapman,3,4,Marcus Blackmore,0,1,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",INV_LENGTHS_[3_3],""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",INV_W_LEMMA_L_1_R_1_[.]_[both],""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_3_[outfit blackmore .]_[both peel off]"",""INV_W_LEMMA_L_1_R_2_[.]_[both peel]"",""INV_W_LEMMA_L_3_R_1_[outfit blackmore .]_[both]"",""INV_W_LEMMA_L_2_R_2_[blackmore .]_[both peel]"",""INV_W_LEMMA_L_2_R_3_[blackmore .]_[both peel off]"",""INV_W_LEMMA_L_3_R_2_[outfit blackmore .]_[both peel]"",""INV_W_LEMMA_L_1_R_3_[.]_[both peel off]"",""INV_W_LEMMA_L_2_R_1_[blackmore .]_[both]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.0676956,0.055645,-0.0407692,0.020562,-0.0126654,0.00925519,0.00138261,0,0,0,0,0,0,0,0}"
443fda26-7c54-4daa-89fc-67aabbe87549_1_2_2,443fda26-7c54-4daa-89fc-67aabbe87549_1_0_0,443fda26-7c54-4daa-89fc-67aabbe87549,1,,0.961,"{Kimberley,and,Gary,gave,us,the,biggest,compliment,you,could,ever,hope,to,receive,as,a,Wood,Hall,wedding,photographer,or,any,wedding,photographer,for,that,matter,.}",Gary,2,2,Kimberley,0,0,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[0_1],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_BETW_L_[nsubj dep]"",INV_W_LEMMA_L_1_R_1_[.]_[give],""INV_BETW_D_[nsubj give dep]"",""INV_BETW_[nsubj give dep]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_2_[matter .]_[give we]"",""INV_W_LEMMA_L_1_R_3_[.]_[give we the]"",""INV_W_LEMMA_L_3_R_3_[that matter .]_[give we the]"",""INV_W_LEMMA_L_3_R_2_[that matter .]_[give we]"",""INV_W_LEMMA_L_2_R_1_[matter .]_[give]"",""INV_W_LEMMA_L_2_R_3_[matter .]_[give we the]"",""INV_W_LEMMA_L_1_R_2_[.]_[give we]"",""INV_W_LEMMA_L_3_R_1_[that matter .]_[give]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.491068,-0.282554,0.240517,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00809117,-0.00598996,-0.00241713,-0.00241713,0.00138261,0,0,0,0,0,0,0,0}"
76d1e8da-6e40-4847-b4b3-13ece4b64bc1_38_13_13,76d1e8da-6e40-4847-b4b3-13ece4b64bc1_38_15_15,76d1e8da-6e40-4847-b4b3-13ece4b64bc1,38,,0.993,"{``,-LRB-,The,episode,-RRB-,really,solidified,the,amazing,bond,-LRB-,between,-RRB-,Steve,and,Danny,"","",'',wrote,fan,Sarah,Schmool,.}",Steve,13,13,Danny,15,15,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_LEMMA_L_1_R_1_[-rrb-]_[,]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_2_[-lrb- between -rrb-]_[, '']"",""W_LEMMA_L_2_R_2_[between -rrb-]_[, '']"",""W_LEMMA_L_2_R_3_[between -rrb-]_[, '' write]"",""W_LEMMA_L_2_R_1_[between -rrb-]_[,]"",""W_LEMMA_L_3_R_1_[-lrb- between -rrb-]_[,]"",""W_LEMMA_L_1_R_2_[-rrb-]_[, '']"",""W_LEMMA_L_3_R_3_[-lrb- between -rrb-]_[, '' write]"",""W_LEMMA_L_1_R_3_[-rrb-]_[, '' write]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.159001,-0.144905,-0.141798,0.124357,-0.0915892,0.0691858,0.0456837,0.0230933,-0.00337211,0,0,0,0,0,0,0,0}"
