relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
NYT_ENG_20080116.0061.LDC2009T13_725_19-NYT_ENG_20080116.0061.LDC2009T13_725_30,NYT_ENG_20080116.0061.LDC2009T13_725,Queen Latifah-Diane Keaton,,0.966,"{MOVIES-QUEEN-LATIFAH,--,-LRB-,undated,-RRB-,Tom,Long,talks,to,actress,"","",singer,-LRB-,Dana,Owens,-RRB-,and,former,rapper,Queen,Latifah,about,her,upcoming,film,``,Mad,Money,'',co-starring,Diane,Keaton,"","",Katie,Holmes,-LRB-,or,Mrs.,Tom,Cruise,-RRB-,and,Ted,Danson,.}",19,2,30,2,2,"{word_between=Mad,num_words_between=9,word_between=upcoming,word_between=film,word_between=Money,word_between=her}","{1.81687,-1.56693,1.35364,1.18905,-0.814152,0.632033}"
APW_ENG_20070109.1646.LDC2009T13_13_0-APW_ENG_20070109.1646.LDC2009T13_13_28,APW_ENG_20070109.1646.LDC2009T13_13,Yoko Ono-John Lennon,t,0.944,"{Yoko,Ono,'s,jailed,driver,was,requesting,payment,for,years,of,sexual,harassment,and,abuse,"","",and,not,blackmail,money,"","",when,he,asked,the,widow,of,Beatle,John,Lennon,for,$,2,million,-LRB-,euro1,.54,million,-RRB-,"","",a,bail,application,filed,Tuesday,says,.}",0,2,28,2,2,"{word_between=widow,word_between=sexual,num_words_between=26,word_between=blackmail,word_between=driver,""word_between=,""}","{4.17536,-2.58443,-1.85567,1.82704,1.48913,-1.47517}"
114481@10_15-114481@10_18,114481@10,Wright-Obama,,0.906,"{And,so,"","",with,those,remarks,"","",a,tightly,knit,relationship,finally,came,apart,--,Wright,had,married,Obama,and,his,wife,"","",Michelle,"","",and,baptized,their,children,.}",15,1,18,1,1,"{word_between=married,num_words_between=2,word_between=had}","{3.2971,-0.763235,-0.0507445}"
eng-WL-11-174600-12967133_154_5-eng-WL-11-174600-12967133_154_1,eng-WL-11-174600-12967133_154,Joel Madden-Nicole Richie,t,0.956,"{""\\*\\*\\*"",Nicole,Richie,baby,daddy,Joel,Madden,tells,the,magazine,"","",``,I,have,been,really,involved,with,UNICEF,this,year,.}",5,2,1,2,2,"{word_between=daddy,num_words_between=2,word_between=baby}","{3.4839,-0.763235,0.271346}"
APW_ENG_20070910.1186.LDC2009T13_897_6-APW_ENG_20070910.1186.LDC2009T13_897_35,APW_ENG_20070910.1186.LDC2009T13_897,Oscar-Ronald Reagan,,0.998,"{LOS,ANGELES,--,Jane,Wyman,"","",Oscar,winner,as,the,deaf,rape,victim,in,``,Johnny,Belinda,"","",'',star,of,the,long-running,TV,series,``,Falcon,Crest,'',and,first,wife,of,former,President,Ronald,Reagan,"","",has,died,at,her,desert,home,.}",6,1,35,2,2,"{word_between=wife,num_words_between=28,""word_between=,"",word_between=Johnny,word_between=President,word_between=star}","{4.08982,-2.99701,-1.47517,1.0098,0.936406,0.906352}"
APW_ENG_20080814.1430.LDC2009T13_15_8-APW_ENG_20080814.1430.LDC2009T13_15_21,APW_ENG_20080814.1430.LDC2009T13_15,Kate Winslet-Sam Mendes,t,1,"{It,was,more,than,a,little,awkward,for,Kate,Winslet,to,film,sex,scenes,with,Leonardo,DiCaprio,in,front,of,husband,Sam,Mendes,"","",who,directed,the,stars,in,the,upcoming,drama,``,Revolutionary,Road,.,''}",8,2,21,2,2,"{word_between=husband,word_between=sex,word_between=Leonardo,word_between=DiCaprio,num_words_between=11,word_between=film}","{3.84079,1.81744,1.4267,1.4267,-1.24578,1.18905}"
AFP_ENG_20080318.0812.LDC2009T13_6_2-AFP_ENG_20080318.0812.LDC2009T13_6_13,AFP_ENG_20080318.0812.LDC2009T13_6,Paul McCartney-Heather Mills,t,1,"{Former,Beatle,Paul,McCartney,ended,a,two-year,divorce,battle,with,his,estranged,wife,Heather,Mills,on,Monday,"","",after,agreeing,to,a,nearly,25,million,pound,-LRB-,50,million,dollar,"","",33,million,euro,-RRB-,deal,.}",2,2,13,2,2,"{word_between=wife,word_between=divorce,word_between=battle,word_between=estranged,num_words_between=9,word_between=with}","{4.08982,2.49205,2.09144,1.85611,-1.56693,0.746872}"
NYT_ENG_20070314.0258.LDC2009T13_704_8-NYT_ENG_20070314.0258.LDC2009T13_704_0,NYT_ENG_20070314.0258.LDC2009T13_704,Durant-Wanda Pratt,,0.954,"{Wanda,Pratt,did,most,of,the,parenting,while,Durant,'s,father,"","",Wayne,Pratt,"","",worked,odd,hours,as,a,police,officer,at,The,Library,of,Congress,in,Washington,.}",8,1,0,2,2,"{word_between=parenting,num_words_between=6,word_between=most,word_between=did,word_between=while,word_between=the}","{2.97483,-1.26404,0.708985,0.530729,-0.410192,0.392294}"
NYT_ENG_20080424.0185.LDC2009T13_39_42-NYT_ENG_20080424.0185.LDC2009T13_39_5,NYT_ENG_20080424.0185.LDC2009T13_39,Bill Clinton-James E. Clyburn,,0.964,"{The,black,leader,"","",Rep.,James,E.,Clyburn,"","",an,undeclared,superdelegate,from,South,Carolina,and,the,third-ranking,Democrat,in,the,House,"","",said,``,black,people,are,incensed,over,all,of,this,"","",'',referring,to,a,series,of,statements,that,Bill,Clinton,has,made,in,the,course,of,the,heated,race,between,Sens.,Hillary,Rodham,Clinton,and,Barack,Obama,.}",42,2,5,3,3,"{num_words_between=34,word_between=referring,""word_between=,"",word_between=House,word_between=black,word_between=Democrat}","{-1.85397,1.60859,-1.47517,1.4007,1.30298,1.14649}"
53422@6_22-53422@6_1,53422@6,Von Teese-Marilyn Manson,,0.92,"{Yet,Marilyn,Manson,has,dated,Rose,McGowan,in,the,past,and,Evan,Rachel,Wood,today,"","",and,he,actually,managed,to,marry,Von,Teese,"","",who,'s,now,filing,for,divorce,.}",22,2,1,2,2,"{word_between=McGowan,word_between=Evan,word_between=Wood,num_words_between=19,""word_between=,"",word_between=marry}","{-2.36941,2.26925,1.63952,-1.62109,-1.47517,1.43997}"
80142@59_0-80142@59_21,80142@59,Powell-Barack Obama,,0.98,"{Powell,"","",who,served,as,secretary,of,state,for,President,Bush,in,the,first,term,"","",has,acknowledged,meeting,with,Sen.,Barack,Obama,"","",D-Ill.,"","",Sen.,John,McCain,"","",R-Ariz.,"","",and,former,Sen.,Fred,Thompson,"","",R-Tenn.,"","",to,discuss,foreign,policy,issues,.}",0,1,21,2,2,"{num_words_between=20,""word_between=,"",word_between=acknowledged,word_between=secretary,word_between=term,word_between=President}","{-2.15629,-1.47517,1.0852,0.985693,0.984421,0.936406}"
NYT_ENG_20081110.0089.LDC2009T13_647_17-NYT_ENG_20081110.0089.LDC2009T13_647_6,NYT_ENG_20081110.0089.LDC2009T13_647,Sasha Obama-Jenna,,0.99,"{Cutter,said,Mrs.,Bush,noted,that,Jenna,and,Barbara,Bush,were,similar,in,age,to,Malia,and,Sasha,Obama,when,they,visited,their,grandfather,"","",President,George,H.,W.,Bush,"","",during,his,presidency,.}",17,2,6,1,1,"{word_between=Malia,num_words_between=10,word_between=were,word_between=Barbara,word_between=age,word_between=and}","{7.08267,-2.3642,-2.21129,1.21476,0.968332,0.569635}"
LTW_ENG_20080519.0030.LDC2009T13_1112_29-LTW_ENG_20080519.0030.LDC2009T13_1112_40,LTW_ENG_20080519.0030.LDC2009T13_1112,Seale-Jessica Mitford,,0.994,"{Sheehy,"","",who,also,wrote,a,1971,book,about,the,Black,Panthers,"","",interviewed,firm,partner,Robert,Treuhaft,"","",who,described,Hillary,Rodham,attending,a,New,Haven,fundraiser,for,Seale,'s,defense,that,he,threw,with,his,wife,"","",author,Jessica,Mitford,.}",29,1,40,2,2,"{word_between=wife,num_words_between=10,word_between=threw,""word_between=,"",word_between=defense,word_between=with}","{4.08982,-2.3642,1.73456,-1.47517,1.16211,0.746872}"
APW_ENG_20081002.0137.LDC2009T13_565_66-APW_ENG_20081002.0137.LDC2009T13_565_26,APW_ENG_20081002.0137.LDC2009T13_565,Pervez Musharraf-Benazir Bhutto,f,0.98,"{The,civilian,government,and,the,rise,in,September,of,Asif,Ali,Zardari,"","",head,of,the,Pakistan,People,'s,Party,and,widower,of,slain,ex-Prime,Minister,Benazir,Bhutto,"","",to,the,presidency,"","",brought,some,hope,for,political,stability,in,Pakistan,after,turmoil,that,included,emergency,rule,"","",Bhutto,'s,assassination,"","",a,highly,charged,election,"","",the,collapse,of,a,ruling,coalition,and,former,President,Pervez,Musharraf,'s,resignation,.}",66,2,26,2,2,"{word_between=election,word_between=highly,word_between=emergency,""word_between=,"",word_between=Bhutto,word_between=rule}","{3.86405,1.72202,-1.49439,-1.47517,-1.29419,-1.08487}"
84632@14_0-84632@14_20,84632@14,Bruni-Sarkozy,,0.914,"{Bruni,"","",like,the,former,Mrs.,Sarkozy,"","",is,a,high-cheekboned,"","",pale-eyed,brunette,and,former,fashion,model,taller,than,Sarkozy,.}",0,1,20,1,1,"{word_between=model,word_between=Mrs.,word_between=Sarkozy,num_words_between=19,""word_between=,"",word_between=like}","{2.14496,1.847,1.80344,-1.62109,-1.47517,-0.660852}"
NYT_ENG_20070719.0206.LDC2009T13_565_13-NYT_ENG_20070719.0206.LDC2009T13_565_21,NYT_ENG_20070719.0206.LDC2009T13_565,Elizabeth Edwards-John Edwards,t,0.94,"{Gov.,Bill,Richardson,of,New,Mexico,said,so,explicitly,this,week,"","",and,Elizabeth,Edwards,"","",the,wife,of,former,Sen.,John,Edwards,"","",said,in,a,published,interview,Tuesday,that,Clinton,was,``,just,not,as,vocal,a,women,'s,advocate,as,I,want,to,see,.,''}",13,2,21,2,2,"{word_between=wife,""word_between=,"",num_words_between=6,word_between=Sen.,potential_last_name_match,word_between=the}","{4.08982,-1.47517,-1.26404,0.772461,-0.521727,0.392294}"
73149@66_18-73149@66_1,73149@66,Obama-Sharpton,,0.978,"{But,Sharpton,first,wanted,the,senator,to,know,"","",good-naturedly,"","",that,he,had,been,in,Chicago,-,Obama,'s,hometown,-,recently,"","",and,had,dropped,Michelle,'s,name,.}",18,1,1,1,1,"{word_between=senator,word_between=Chicago,num_words_between=16,word_between=wanted,""word_between=,"",word_between=-}","{2.44697,2.40066,-2.20114,2.155,-1.47517,-0.8049}"
eng-WL-107-174567-12932080_16_4-eng-WL-107-174567-12932080_16_0,eng-WL-107-174567-12932080_16,Marc Anthony-Jennifer Lopez,t,0.988,"{Jennifer,Lopez,and,hubby,Marc,Anthony,are,seen,here,earlier,this,summer,as,they,vacayed,in,Milan,and,hob,nobbed,with,fashion,icons,Dolce,and,Gabanna,.}",4,2,0,2,2,"{word_between=hubby,num_words_between=2,word_between=and}","{4.37941,-0.763235,0.569635}"
18940@56_34-18940@56_5,18940@56,Carol-Gingrich,,0.964,"{Some,conservatives,say,Giuliani,and,Gingrich,will,have,more,of,a,problem,on,this,point,than,McCain,"","",who,long,ago,conceded,that,his,infidelity,helped,cause,his,divorce,from,his,first,wife,"","",Carol,"","",after,he,returned,from,being,a,prisoner,of,war,in,Vietnam,.}",34,1,5,1,1,"{word_between=wife,num_words_between=28,word_between=divorce,word_between=conceded,""word_between=,"",word_between=McCain}","{4.08982,-2.99701,2.49205,-1.99221,-1.47517,-1.17368}"
142622@8_22-142622@8_0,142622@8,Tsvangirai-Thabo Mbeki,,0.948,"{Thabo,Mbeki,"","",the,ousted,president,of,South,Africa,"","",who,brokered,the,power-sharing,deal,"","",met,on,Tuesday,with,Mugabe,and,Tsvangirai,to,try,to,rescue,the,accord,.}",22,1,0,2,2,"{num_words_between=20,word_between=Tuesday,word_between=met,word_between=Mugabe,""word_between=,"",word_between=South}","{-2.15629,1.91577,1.66863,1.63997,-1.47517,-0.942419}"
103277@0_13-103277@0_3,103277@0,Benazir Bhutto-Asif Ali Zardari,t,0.994,"{ISLAMABAD,"","",Pakistan,Asif,Ali,Zardari,"","",widower,of,the,slain,opposition,leader,Benazir,Bhutto,"","",sits,at,the,pinnacle,of,Pakistani,politics,.}",13,2,3,3,3,"{word_between=widower,num_words_between=7,""word_between=,"",word_between=opposition,word_between=slain,word_between=leader}","{5.52359,-1.67476,-1.47517,1.28053,0.833935,0.684214}"
LTW_ENG_20070222.0133.LDC2009T13_192_19-LTW_ENG_20070222.0133.LDC2009T13_192_26,LTW_ENG_20070222.0133.LDC2009T13_192,Wilson-Valerie Plame,,0.948,"{Prosecutors,have,alleged,that,a,campaign,to,discredit,former,envoy,Joseph,C.,Wilson,IV,boiled,over,"","",and,that,Wilson,'s,wife,"","",CIA,arms-proliferation,analyst,Valerie,Plame,"","",was,exposed,in,the,cross-fire,.}",19,1,26,2,2,"{word_between=wife,""word_between=,"",num_words_between=6,word_between=analyst,word_between=arms-proliferation,word_between=CIA}","{4.08982,-1.47517,-1.26404,1.24882,0.749049,-0.521228}"
APW_ENG_20080725.0886.LDC2009T13_88_23-APW_ENG_20080725.0886.LDC2009T13_88_17,APW_ENG_20080725.0886.LDC2009T13_88,Joachim Sauer-Angela Merkel,t,0.906,"{The,audience,for,``,Parsifal,"","",'',the,composer,'s,last,major,work,"","",included,German,Chancellor,Angela,Merkel,and,her,husband,"","",Joachim,Sauer,--,regular,Bayreuth,visitors,--,and,Bavarian,governor,Guenther,Beckstein,.}",23,2,17,2,2,"{word_between=husband,""word_between=,"",num_words_between=4,word_between=her,word_between=and}","{3.84079,-1.47517,-1.28719,0.632033,0.569635}"
eng-NG-31-142147-10015826_454_33-eng-NG-31-142147-10015826_454_29,eng-NG-31-142147-10015826_454,Rajiv Gandhi-Sonia Gandhi,t,0.964,"{But,there,was,a,group,of,the,Congressmen,that,was,loyal,to,Nehru,Gandhi,family,&,well,understood,the,situation,"","",was,on,try,for,seven,years,to,persuade,Sonia,Gandhi,widow,of,Rajiv,Gandhi,to,take,the,reins,of,weak,&,crumbling,Congress,in,her,hands,.}",33,2,29,2,2,"{word_between=widow,num_words_between=2,potential_last_name_match,word_between=of}","{4.17536,-0.763235,-0.521727,0.239675}"
APW_ENG_20080712.0078.LDC2009T13_22_25-APW_ENG_20080712.0078.LDC2009T13_22_10,APW_ENG_20080712.0078.LDC2009T13_22,Artie Shaw-Suellen,,0.954,"{Evelyn,Keyes,"","",who,played,Scarlett,O'Hara,'s,younger,sister,Suellen,in,``,Gone,With,the,Wind,'',and,counted,director,John,Huston,and,bandleader,Artie,Shaw,among,her,famous,husbands,"","",has,died,.}",25,2,10,1,1,"{word_between=counted,num_words_between=14,word_between=Wind,word_between=Gone,word_between=bandleader,word_between=John}","{2.42314,-2.22992,2.00077,1.68599,-0.878565,-0.832936}"
APW_ENG_20080530.0976.LDC2009T13_491_0-APW_ENG_20080530.0976.LDC2009T13_491_7,APW_ENG_20080530.0976.LDC2009T13_491,Winnie Madikizela-Mandela-Nelson Mandela,t,0.948,"{Winnie,Madikizela-Mandela,--,the,former,wife,of,Nelson,Mandela,who,is,still,widely,dubbed,``,the,mother,of,the,nation,'',--,lambasted,the,government,'s,performance,in,a,rare,interview,with,the,weekly,Mail,and,Guardian,.}",0,2,7,2,2,"{word_between=wife,num_words_between=5,word_between=--,word_between=the,word_between=former,word_between=of}","{4.08982,-1.34845,-0.69197,0.392294,0.37927,0.239675}"
AFP_ENG_20081214.0052.LDC2009T13_91_32-AFP_ENG_20081214.0052.LDC2009T13_91_0,AFP_ENG_20081214.0052.LDC2009T13_91,Dion Phaneuf-Avery,,1,"{Avery,was,slapped,with,a,six-game,suspension,by,the,NHL,earlier,this,month,after,making,insulting,remarks,about,his,former,girlfriend,"","",Elisha,Cuthbert,"","",who,is,now,dating,Calgary,Flames,defenseman,Dion,Phaneuf,.}",32,2,0,1,1,"{word_between=girlfriend,word_between=dating,num_words_between=31,word_between=Calgary,word_between=NHL,""word_between=,""}","{2.94728,2.21598,-2.11812,2.01674,-1.81355,-1.47517}"
LTW_ENG_20071025.0030.LDC2009T13_844_23-LTW_ENG_20071025.0030.LDC2009T13_844_37,LTW_ENG_20071025.0030.LDC2009T13_844,Didion-John Gregory Dunne,,0.966,"{To,prepare,for,the,role,"","",Berry,read,Joan,Didion,'s,Pulitzer,Prize-winning,memoir,``,The,Year,of,Magical,Thinking,"","",'',about,Didion,'s,own,struggle,to,recover,from,the,sudden,death,of,her,husband,"","",John,Gregory,Dunne,.}",23,1,37,3,3,"{word_between=husband,num_words_between=13,""word_between=,"",word_between=struggle,word_between=death,word_between=recover}","{3.84079,-2.16566,-1.47517,-1.28432,0.952155,0.634152}"
NYT_ENG_20070707.0023.LDC2009T13_270_1-NYT_ENG_20070707.0023.LDC2009T13_270_41,NYT_ENG_20070707.0023.LDC2009T13_270,Ahrens-Brian Swibel,,0.934,"{Joining,Ahrens,"","",37,"","",are,the,pharmaceutical,company,adviser,Dan,Vickery,"","",43,;,the,global,management,professionals,and,husband-and,-,wife,team,Sara,Murchison,"","",36,"","",and,Dale,Smith,"","",39,;,the,writer,"","",producer,and,director,Brian,Swibel,"","",26,;,and,Tara,Smith,"","",also,26,"","",who,worked,in,reality,television,before,turning,to,screenwriting,and,developing,her,own,musical,.}",1,1,41,2,2,"{word_between=wife,word_between=;,word_between=36,word_between=Sara,word_between=Smith,word_between=Dan}","{4.08982,-3.27048,2.50593,-1.79614,-1.79564,-1.74908}"
eng-WL-11-174595-12968955_30_27-eng-WL-11-174595-12968955_30_0,eng-WL-11-174595-12968955_30,Houston-Bobby Brown,,0.992,"{Bobby,Brown,claims,that,his,marriage,to,Whitney,Houston,drove,him,to,drugs,...,in,response,"","",Whitney,released,this,statement,thru,her,publicist,"","",``,Miss,Houston,is,sad,that,Bobby,feels,he,need,to,say,such,things,but,she,choses,to,take,the,high,road,and,will,not,speak,badly,about,the,father,of,her,child,even,if,it,'s,to,set,the,record,straight,.,''}",27,1,0,2,2,"{num_words_between=25,word_between=marriage,word_between=claims,word_between=Houston,word_between=response,""word_between=,""}","{-2.64241,2.39408,2.22758,1.99305,1.7996,-1.47517}"
LTW_ENG_20080128.0011.LDC2009T13_363_1-LTW_ENG_20080128.0011.LDC2009T13_363_47,LTW_ENG_20080128.0011.LDC2009T13_363,Michelle Obama-Hillary Clinton,,1,"{But,Michelle,Obama,truly,has,become,an,active,combatant,in,the,nasty,fray,that,has,pitted,her,husband,against,the,ex-president,:,Her,name,is,on,an,e-mailed,letter,that,seeks,to,use,the,quarrel,as,a,way,to,raise,money,for,Barack,Obama,'s,battle,with,Hillary,Clinton,.}",1,2,47,2,2,"{word_between=husband,word_between=Barack,word_between=use,word_between=battle,word_between=Her,word_between=nasty}","{3.84079,3.54744,2.52284,2.09144,-2.0403,1.71219}"
143351@63_4-143351@63_17,143351@63,John-Cindy,f,0.984,"{``,I,'m,sure,John,has,n't,been,able,to,get,anything,done,"","",so,send,something,Cindy,would,enjoy,"","",'',Marguerite,Hensley,"","",Cindy,McCain,'s,mother,"","",would,tell,G.,Darrell,Olson,"","",a,local,jeweler,.}",4,1,17,1,1,"{word_between=anything,word_between=get,num_words_between=12,""word_between=,"",word_between=able,word_between=done}","{2.55762,1.71397,-1.48918,-1.47517,-1.29565,1.03263}"
APW_ENG_20080317.1145.LDC2009T13_17_0-APW_ENG_20080317.1145.LDC2009T13_17_26,APW_ENG_20080317.1145.LDC2009T13_17,Heather Mills-Paul McCartney,t,0.95,"{Heather,Mills,won,a,final,settlement,of,24.3,million,pounds,-LRB-,euro31,million,;,US$,48.6,million,-RRB-,on,Monday,in,her,divorce,from,former,Beatle,Paul,McCartney,"","",according,to,a,court-released,document,.}",0,2,26,2,2,"{word_between=;,num_words_between=24,word_between=divorce,word_between=settlement,word_between=24.3,word_between=euro31}","{-3.27048,-3.1164,2.49205,2.29592,1.35679,0.989527}"
143575@66_32-143575@66_5,143575@66,Smith-Jolie,,0.93,"{A,dark,period,"","",when,Jolie,was,cast,as,the,man,eater,who,broke,up,Pitt,'s,marriage,to,Jennifer,Aniston,during,the,production,of,the,2005,caper,``,Mr.,and,Mrs.,Smith,"","",'',is,behind,her,.}",32,1,5,1,1,"{word_between=marriage,num_words_between=26,word_between=Mrs.,word_between=broke,word_between=man,word_between=Pitt}","{2.39408,-1.85567,1.847,1.58202,1.22847,-1.17676}"
AFP_ENG_20080915.0284.LDC2009T13_181_11-AFP_ENG_20080915.0284.LDC2009T13_181_25,AFP_ENG_20080915.0284.LDC2009T13_181,Ellen DeGeneres-Portia de Rossi,t,0.968,"{Takei,wed,his,partner,four,weeks,after,another,celebrity,"","",comedian,Ellen,DeGeneres,"","",said,``,I,do,'',to,her,companion,"","",Australian,actress,Portia,de,Rossi,"","",on,August,16,.}",11,2,25,3,3,"{word_between=companion,num_words_between=12,""word_between=,"",word_between=actress,word_between=do,word_between=her}","{3.26868,-1.48918,-1.47517,1.32616,0.955382,0.632033}"
99991@32_1-99991@32_37,99991@32,Kennedy-Branwynne Kennedy,f,0.986,"{Mr.,Kennedy,"","",who,worked,as,a,staff,editor,at,Collier,'s,Encyclopedia,and,Encyclopedia,Americana,"","",always,showed,his,manuscripts,to,his,wife,"","",Gloria,"","",who,was,his,``,first,and,best,reader,"","",'',Branwynne,Kennedy,said,"","",Her,parents,"","",she,said,"","",remained,close,friends,after,separating,in,the,late,1980s,"","",about,20,years,after,marrying,.}",1,1,37,2,2,"{word_between=wife,num_words_between=35,word_between=worked,word_between=always,""word_between=,"",word_between=best}","{4.08982,-1.89372,-1.55698,1.47831,-1.47517,1.23404}"
APW_ENG_20080530.0105.LDC2009T13_280_11-APW_ENG_20080530.0105.LDC2009T13_280_3,APW_ENG_20080530.0105.LDC2009T13_280,Karen Elson-Jack White,t,0.98,"{2005,:,Singer,Jack,White,of,the,White,Stripes,married,model,Karen,Elson,in,Brazil,.}",11,2,3,2,2,"{word_between=married,word_between=model,num_words_between=6,word_between=White,word_between=the,word_between=Stripes}","{3.2971,2.14496,-1.26404,-1.06567,0.392294,0.247901}"
99036@3_27-99036@3_1,99036@3,Jermain Taylor-Huckabee,,0.956,"{But,Huckabee,"","",whose,husband,is,also,a,former,Baptist,minister,"","",said,in,a,telephone,interview,Wednesday,that,her,recent,brief,excursion,to,root,for,boxer,Jermain,Taylor,"","",a,longtime,friend,and,fellow,Arkansan,--,and,her,stay,at,a,hotel,that,she,said,was,n't,exactly,her,first,choice,--,was,supposed,to,be,a,rare,respite,from,the,often-brutal,presidential,campaign,trail,.}",27,2,1,1,1,"{word_between=husband,num_words_between=25,""word_between=,"",word_between=minister,word_between=boxer,word_between=whose}","{3.84079,-2.64241,-1.47517,0.912235,-0.866265,0.819237}"
APW_ENG_20080309.0495.LDC2009T13_86_0-APW_ENG_20080309.0495.LDC2009T13_86_10,APW_ENG_20080309.0495.LDC2009T13_86,Asif Ali Zardari-Benazir Bhutto,t,0.998,"{Asif,Ali,Zardari,"","",the,widower,of,slain,opposition,leader,Benazir,Bhutto,"","",and,Nawaz,Sharif,"","",whose,government,was,ousted,in,Musharraf,'s,1999,coup,"","",announced,their,pact,after,talks,at,a,resort,town,in,the,foothills,of,the,Himalayas,.}",0,3,10,2,2,"{word_between=widower,num_words_between=7,""word_between=,"",word_between=opposition,word_between=slain,word_between=leader}","{5.52359,-1.67476,-1.47517,1.28053,0.833935,0.684214}"
143306@19_33-143306@19_27,143306@19,Kristen Stewart-Ben,,0.942,"{The,large,and,varied,cast,has,fun,biting,the,hand,that,feeds,them,:,Stanley,Tucci,as,a,double,-,dealing,writer,"","",Robin,Wright,Penn,as,Ben,'s,estranged,second,wife,"","",Kristen,Stewart,as,a,wayward,teenage,daughter,.}",33,2,27,1,1,"{word_between=wife,word_between=estranged,""word_between=,"",num_words_between=5,word_between=second,word_between='s}","{4.08982,1.85611,-1.47517,-1.34845,-0.0334843,-0.0232354}"
eng-WL-11-174583-12936883_12_3-eng-WL-11-174583-12936883_12_16,eng-WL-11-174583-12936883_12,Angelina Jolie-Paul Allen,,0.944,"{Brad,Pitt,and,Angelina,Jolie,spending,some,quality,time,together,on,the,balcony,of,Microsoft,cofounder,Paul,Allen,'s,villa,in,France,on,Tuesday,afternoon,.}",3,2,16,2,2,"{num_words_between=11,word_between=balcony,word_between=quality,word_between=cofounder,word_between=some,word_between=together}","{-1.24578,1.00423,0.806008,0.707801,0.655794,-0.433419}"
AFP_ENG_20070402.0077.LDC2009T13_71_9-AFP_ENG_20070402.0077.LDC2009T13_71_4,AFP_ENG_20070402.0077.LDC2009T13_71,Yang Kaihui-Mao,,0.982,"{The,second,child,of,Mao,and,his,first,wife,Yang,Kaihui,"","",Mao,Anqing,died,on,March,24,at,the,age,of,84,.}",9,2,4,1,1,"{word_between=wife,num_words_between=4,word_between=and,word_between=first,word_between=his}","{4.08982,-1.28719,0.569635,-0.223814,0.210459}"
81352@11_3-81352@11_19,81352@11,John McCain-Christopher Dodd,,0.926,"{They,included,Sen.,John,McCain,of,Arizona,"","",who,is,seeking,the,Republican,nomination,for,president,"","",and,Sen.,Christopher,Dodd,of,Connecticut,"","",who,is,seeking,the,Democratic,nomination,;,the,author,Doris,Kearns,Goodwin,"","",and,the,political,strategists,James,Carville,and,Mary,Matalin,.}",3,2,19,2,2,"{word_between=seeking,num_words_between=14,""word_between=,"",word_between=Republican,word_between=who,word_between=Sen.}","{2.7833,-2.22992,-1.47517,0.803858,0.783272,0.772461}"
eng-NG-31-141960-9984481_31_2-eng-NG-31-141960-9984481_31_15,eng-NG-31-141960-9984481_31,James Gandolfini-Deborah Lin,t,0.984,"{Sopranos,alum,James,Gandolfini,and,his,girlfriend,of,a,couple,of,years,"","",former,model,Deborah,Lin,"","",are,engaged,"","",sources,reveal,exclusively,to,PerezHilton.com,.}",2,2,15,2,2,"{word_between=girlfriend,word_between=model,""word_between=,"",num_words_between=11,word_between=and,word_between=former}","{2.94728,2.14496,-1.47517,-1.24578,0.569635,0.37927}"
AFP_ENG_20081021.0318.LDC2009T13_115_0-AFP_ENG_20081021.0318.LDC2009T13_115_7,AFP_ENG_20081021.0318.LDC2009T13_115,Madonna-Guy Ritchie,t,0.998,"{Madonna,and,her,British,film,director,husband,Guy,Ritchie,announced,last,Wednesday,that,they,are,to,divorce,.}",0,1,7,2,2,"{word_between=husband,num_words_between=6,word_between=British,word_between=film,word_between=her,word_between=and}","{3.84079,-1.26404,1.24731,1.18905,0.632033,0.569635}"
APW_ENG_20081111.0080.LDC2009T13_448_6-APW_ENG_20081111.0080.LDC2009T13_448_16,APW_ENG_20081111.0080.LDC2009T13_448,Edith Roosevelt-William Taft,,0.978,"{On,Dec.,11,"","",1908,"","",Edith,Roosevelt,"","",wife,of,President,Theodore,Roosevelt,"","",gave,William,Taft,'s,wife,"","",Nellie,"","",a,private,tour,.}",6,2,16,2,2,"{word_between=wife,num_words_between=8,""word_between=,"",word_between=Roosevelt,word_between=President,word_between=gave}","{4.08982,-1.65826,-1.47517,1.36379,0.936406,0.260735}"
eng-WL-11-174595-12968392_401_60-eng-WL-11-174595-12968392_401_45,eng-WL-11-174595-12968392_401,Carey-John Sykes,,0.914,"{Writing,songs,and,singing,is,so,therapeutic,for,me,'',...,The,Save,the,Music,Foundation,"","",which,donates,instruments,to,public,schools,and,helps,fund,music,education,programs,"","",honored,Carey,"","",President,Bill,Clinton,and,Sen.,Hillary,Rodham,Clinton,"","",former,VH1,president,John,Sykes,"","",who,launched,the,foundation,in,1997,...,In,her,acceptance,speech,"","",Carey,said,she,was,always,thrilled,when,fans,tell,her,that,her,song,``,Hero,'',saved,their,lives,or,that,her,hit,``,We,Belong,Together,'',helped,saved,a,marriage,.}",60,1,45,2,2,"{num_words_between=13,word_between=speech,word_between=acceptance,""word_between=,"",word_between=launched,word_between=1997}","{-2.16566,2.01621,1.48102,-1.47517,1.22308,-1.20566}"
