relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
45710@6_8-45710@6_3,45710@6,Sami Al-Arian-Nahla Al-Arian,,0.978,"{-LRB-,Tampa,-RRB-,Nahla,Al-Arian,"","",wife,of,Sami,Al-Arian,"","",is,moving,to,Egypt,with,her,two,youngest,children,.}",8,2,3,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,0.903033,0.781621}"
NYT_ENG_20081106.0201.LDC2009T13_745_42-NYT_ENG_20081106.0201.LDC2009T13_745_35,NYT_ENG_20081106.0201.LDC2009T13_745,John Edwards-Elizabeth Edwards,t,0.968,"{The,center,was,also,home,to,other,prominent,Democrats,looking,for,a,perch,during,the,Republican,hegemony,"","",including,Tom,Daschle,"","",the,former,majority,leader,who,lost,his,Senate,seat,in,2004,"","",and,Elizabeth,Edwards,"","",wife,of,former,Sen.,John,Edwards,.}",42,2,35,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
AFP_ENG_20080118.0566.LDC2009T13_564_0-AFP_ENG_20080118.0566.LDC2009T13_564_10,AFP_ENG_20080118.0566.LDC2009T13_564,Graca Machel-Nelson Mandela,,0.958,"{Graca,Machel,"","",the,wife,of,South,African,former,president,Nelson,Mandela,"","",and,former,Tanzanian,president,Benjamin,Mkapa,arrived,Thursday,in,Nairobi,a,bid,to,revive,a,moribund,international,mediation,effort,.}",0,2,10,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
LTW_ENG_20080826.0115.LDC2009T13_5_0-LTW_ENG_20080826.0115.LDC2009T13_5_7,LTW_ENG_20080826.0115.LDC2009T13_5,Cindy McCain-John McCain,t,0.966,"{Cindy,McCain,"","",the,wife,of,Sen.,John,McCain,"","",flew,Monday,evening,to,the,Republic,of,Georgia,"","",where,a,military,confrontation,with,Russia,over,disputed,territory,has,become,an,issue,on,the,presidential,campaign,trail,.}",0,2,7,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
NYT_ENG_20080101.0189.LDC2009T13_56_9-NYT_ENG_20080101.0189.LDC2009T13_56_0,NYT_ENG_20080101.0189.LDC2009T13_56,Mitt Romney-Ann Romney,t,0.908,"{Ann,Romney,"","",the,wife,of,his,opponent,"","",Mitt,Romney,"","",has,been,an,almost,constant,presence,at,her,husband,'s,side,in,the,stretch,run,to,Thursday,night,'s,Iowa,caucuses,.}",9,2,0,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,0.903033,0.781621}"
AFP_ENG_20071124.0350.LDC2009T13_206_20-AFP_ENG_20071124.0350.LDC2009T13_206_10,AFP_ENG_20071124.0350.LDC2009T13_206,Anwar Ibrahim-Wan Azizah Wan Ismail,t,0.984,"{The,National,Justice,Party,-LRB-,Keadilan,-RRB-,"","",led,by,Wan,Azizah,Wan,Ismail,"","",wife,of,jailed,ex-deputy,premier,Anwar,Ibrahim,"","",said,the,police,action,unnecessarily,raised,the,level,of,tension,"","",and,urged,them,not,to,stop,the,rally,.}",20,2,10,4,4,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_LENGTHS_[2_4],INV_KW_IND_[married],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.11893,1.1142,0.781621}"
NYT_ENG_20080116.0023.LDC2009T13_623_0-NYT_ENG_20080116.0023.LDC2009T13_623_6,NYT_ENG_20080116.0023.LDC2009T13_623,Alma Powell-Colin Powell,t,0.982,"{Alma,Powell,"","",the,wife,of,Colin,Powell,"","",spoke,bluntly,about,her,fears,in,1995,when,Powell,was,weighing,a,run,for,the,Republican,presidential,nomination,.}",0,2,6,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
eng-WL-11-174595-12971988_9_6-eng-WL-11-174595-12971988_9_15,eng-WL-11-174595-12971988_9,Justin Timberlake-Jessica Biel,t,0.926,"{While,there,is,only,speculation,that,Justin,Timberlake,may,be,ready,to,get,married,to,Jessica,Biel,"","",there,is,no,question,that,Star,Trek,star,George,Takei,is,absolutely,planning,to,be,wed,as,soon,as,he,can,.}",6,2,15,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[marry],KW_IND_[married],LENGTHS_[3_2],""NGRAM_2_[marry to]"",""NER_SEQ_[O O O O O O O]""}","{-2.82352,1.27492,1.03371,0.977436,0.437279,0.407787}"
APW_ENG_20070309.0503.LDC2009T13_16_1-APW_ENG_20070309.0503.LDC2009T13_16_7,APW_ENG_20070309.0503.LDC2009T13_16,Elizabeth Hurley-Arun Nayar,t,0.958,"{Actress,Elizabeth,Hurley,and,her,new,husband,Arun,Nayar,were,set,to,continue,their,nuptials,Friday,with,a,traditional,Hindu,wedding,ceremony,followed,by,a,royal,procession,of,elephants,"","",camels,and,horses,through,the,grounds,of,a,palace,"","",officials,said,.}",1,2,7,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],LENGTHS_[3_2],NGRAM_1_[she],W_NER_L_1_R_1_[TITLE]_[O]}","{-2.82352,1.26825,1.03371,0.977436,0.921399,-0.583471}"
eng-WL-11-174595-12967903_959_0-eng-WL-11-174595-12967903_959_40,eng-WL-11-174595-12967903_959,Jennifer Lopez-Laura Paulsini,,0.972,"{Jennifer,Lopez,returned,to,the,stage,this,week,...,here,are,pictures,of,J.,Lo,and,her,mostly-dead,husband,Marc,Anthony,performing,on,stage,for,the,20-city,Juntos,en,Concierto,tour,with,fellow,Latin,pop,artists,Marco,Antonio,Solis,and,Laura,Paulsini,at,Madison,Square,Garden,in,NYC,last,night,:}",0,2,40,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],LENGTHS_[2_2],""BETW_D_[dep : dep]""}","{-2.82352,1.26825,1.03371,0.921399,0.718423,0.55117}"
97494@14_10-97494@14_16,97494@14,Trudi Inslee-Jay Inslee,t,0.94,"{``,This,is,not,an,abortion,pill,"","",'',emphasized,Trudi,Inslee,"","",wife,of,Rep.,Jay,Inslee,"","",D-Wash.,"","",and,a,board,member,of,the,NARAL,Pro-,Choice,Washington,Foundation,.}",10,2,16,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
121289@30_0-121289@30_9,121289@30,Lisa Fonssagrives-Irving Penn,t,0.992,"{Lisa,Fonssagrives,"","",the,late,wife,of,the,photographer,Irving,Penn,"","",was,a,reference,"","",and,in,the,outline,of,some,of,the,black,jackets,or,a,slim,pastel,evening,dress,draped,with,billowing,yards,of,silk,"","",you,could,detect,her,influence,.}",0,2,9,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],LENGTHS_[3_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]""}","{-2.82352,1.36327,1.03371,0.977436,0.764251,0.728822}"
AFP_ENG_20080301.0128.LDC2009T13_87_27-AFP_ENG_20080301.0128.LDC2009T13_87_17,AFP_ENG_20080301.0128.LDC2009T13_87,Paul McCartney-Heather Mills,t,0.968,"{But,a,minority,of,the,traveling,support,was,not,so,sympathetic,"","",comparing,the,player,to,amputee,Heather,Mills,"","",the,estranged,wife,of,pop,legend,Sir,Paul,McCartney,.}",27,2,17,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,0.903033,0.781621}"
NYT_ENG_20070404.0202.LDC2009T13_1061_26-NYT_ENG_20070404.0202.LDC2009T13_1061_32,NYT_ENG_20070404.0202.LDC2009T13_1061,Elizabeth Edwards-John Edwards,t,0.916,"{``,No,one,'s,going,to,say,that,I,have,to,give,up,and,take,it,easy,"","",'',Swenson,said,"","",finding,common,cause,with,Elizabeth,Edwards,and,her,husband,"","",John,Edwards,"","",who,decided,to,move,forward,with,his,presidential,bid,despite,his,wife,'s,cancer,.}",26,2,32,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],LENGTHS_[3_2],NGRAM_1_[she],""NER_SEQ_[O O O O]""}","{-2.82352,1.26825,1.03371,0.977436,0.921399,0.510383}"
APW_ENG_20010705.0674.LDC2007T07_9_9-APW_ENG_20010705.0674.LDC2007T07_9_0,APW_ENG_20010705.0674.LDC2007T07_9,Helmut Kohl-Hannelore Kohl,t,0.96,"{Hannelore,Kohl,"","",the,wife,of,former,German,Chancellor,Helmut,Kohl,"","",committed,suicide,and,left,letters,saying,she,wanted,to,end,her,suffering,from,a,long,illness,"","",her,husband,'s,office,said,Thursday,.}",9,2,0,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,0.903033,0.781621}"
APW_ENG_20070719.1473.LDC2009T13_42_0-APW_ENG_20070719.1473.LDC2009T13_42_7,APW_ENG_20070719.1473.LDC2009T13_42,Plame-Joseph Wilson,,0.974,"{Plame,"","",the,wife,of,former,Ambassador,Joseph,Wilson,"","",had,accused,Vice,President,Dick,Cheney,and,others,of,conspiring,to,leak,her,identity,in,2003,.}",0,1,7,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",""BETW_[appos wife prep_of]""}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.662793}"
eng-WL-11-174643-13000463_12_7-eng-WL-11-174643-13000463_12_11,eng-WL-11-174643-13000463_12,Winehouse-Blake Fielder-Civil,,0.938,"{Amy,Winehouse,On,18,May,2007,"","",Winehouse,married,on-off,boyfriend,Blake,Fielder-Civil,in,Miami,"","",Florida,.}",7,1,11,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[marry],KW_IND_[married],NGRAM_1_[boyfriend],""NER_SEQ_[O O O]"",W_NER_L_1_R_1_[O]_[O]}","{-2.82352,1.27492,1.03371,1.01811,0.468502,-0.343069}"
NYT_ENG_20070327.0162.LDC2009T13_316_22-NYT_ENG_20070327.0162.LDC2009T13_316_13,NYT_ENG_20070327.0162.LDC2009T13_316,John Edwards-Elizabeth Edwards,t,0.972,"{Tuesday,'s,news,about,Snow,came,just,five,days,after,the,disclosure,by,Elizabeth,Edwards,"","",wife,of,the,Democratic,presidential,hopeful,John,Edwards,"","",that,her,breast,cancer,had,spread,and,is,incurable,"","",though,treatable,.}",22,2,13,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
APW_ENG_20071119.1046.LDC2009T13_455_0-APW_ENG_20071119.1046.LDC2009T13_455_43,APW_ENG_20071119.1046.LDC2009T13_455,Stern-J. Howard Marshall,,0.918,"{Stern,is,the,executor,of,Anna,Nicole,Smith,'s,estate,and,has,filed,papers,to,make,Dannielynn,the,sole,beneficiary,of,the,estate,"","",which,has,made,a,legal,claim,for,millions,from,the,oil,fortune,of,the,model,'s,late,husband,"","",J.,Howard,Marshall,II,.}",0,1,43,3,3,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[file],""NGRAM_1_[,]"",NGRAM_1_[model]}","{-2.82352,1.26825,1.03371,0.597588,-0.498875,0.472501}"
NYT_ENG_20070913.0138.LDC2009T13_301_4-NYT_ENG_20070913.0138.LDC2009T13_301_9,NYT_ENG_20070913.0138.LDC2009T13_301,Linda Bollea-Hulk Hogan,t,0.974,"{-LRB-,Belleair,-RRB-,--,Linda,Bollea,"","",wife,of,Hulk,Hogan,"","",talks,about,her,17-year-old,son,Nick,"","",whose,driving,accident,critically,injured,a,friend,.}",4,2,9,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
132319@2_10-132319@2_22,132319@2,Asif Ali Zardari-Benazir Bhutto,t,0.97,"{Now,the,deepening,rivalry,between,the,two,party,leaders,--,Asif,Ali,Zardari,"","",the,widower,of,the,slain,former,prime,minister,Benazir,Bhutto,"","",and,Nawaz,Sharif,"","",a,former,prime,minister,himself,--,will,play,out,in,the,coming,elections,for,president,.}",10,3,22,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[widower],LENGTHS_[3_2],""NGRAM_2_[widower of]"",""NGRAM_1_[,]"",""NGRAM_2_[the widower]""}","{-2.82352,1.37889,0.977436,0.929836,-0.498875,0.488794}"
APW_ENG_20070224.0925.LDC2009T13_16_15-APW_ENG_20070224.0925.LDC2009T13_16_5,APW_ENG_20070224.0925.LDC2009T13_16,Kathy Travis-Suze Orman,t,0.91,"{Financial,guru,and,best-selling,author,Suze,Orman,says,she,wishes,she,could,marry,her,partner,Kathy,Travis,"","",partly,because,it,would,save,them,both,a,lot,of,money,.}",15,2,5,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[marry],INV_KW_IND_[married],INV_NGRAM_1_[partner],INV_NGRAM_1_[she]}","{-1.73068,-1.55347,1.21759,1.1142,1.0978,0.904792}"
AFP_ENG_20080828.0452.LDC2009T13_118_18-AFP_ENG_20080828.0452.LDC2009T13_118_9,AFP_ENG_20080828.0452.LDC2009T13_118,Benazir Bhutto-Asif Ali Zardari,t,0.95,"{A,group,of,angry,lawyers,tore,down,posters,of,Asif,Ali,Zardari,"","",the,widower,of,slain,ex-premier,Benazir,Bhutto,and,a,leading,presidential,candidate,to,succeed,Musharraf,in,a,September,6,election,.}",18,2,9,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[widower],INV_LENGTHS_[2_3],""INV_NGRAM_2_[widower of]"",""INV_NGRAM_2_[the widower]""}","{-1.73068,-1.55347,1.43559,1.03189,0.971288,0.537779}"
19451@22_12-19451@22_4,19451@22,Jeanne Shaheen-Bill Shaheen,t,0.922,"{And,an,endorsement,by,Bill,Shaheen,"","",husband,of,popular,former,governor,Jeanne,Shaheen,"","",and,a,valuable,veteran,of,many,winning,New,Hampshire,campaigns,"","",appears,likely,.}",12,2,4,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[husband],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_BETW_D_[prep_of DICT_married appos]""}","{-1.73068,-1.55347,1.2435,1.1142,0.903033,0.762401}"
95331@90_10-95331@90_0,95331@90,Robert P. Koch-C. Dorothy Bush,,0.91,"{C.,Dorothy,Bush,wed,her,second,husband,"","",Democratic,lobbyist,Robert,P.,Koch,"","",in,a,private,ceremony,at,Camp,David,on,June,26,"","",1992,--,the,only,couple,to,be,married,at,the,presidential,retreat,.}",10,3,0,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[husband],INV_KW_IND_[married],INV_LENGTHS_[2_3],INV_NGRAM_1_[she]}","{-1.73068,-1.55347,1.2435,1.1142,1.03189,0.904792}"
AFP_ENG_20080301.0128.LDC2009T13_87_17-AFP_ENG_20080301.0128.LDC2009T13_87_27,AFP_ENG_20080301.0128.LDC2009T13_87,Heather Mills-Paul McCartney,t,0.978,"{But,a,minority,of,the,traveling,support,was,not,so,sympathetic,"","",comparing,the,player,to,amputee,Heather,Mills,"","",the,estranged,wife,of,pop,legend,Sir,Paul,McCartney,.}",17,2,27,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
APW_ENG_20071211.0496.LDC2009T13_40_7-APW_ENG_20071211.0496.LDC2009T13_40_0,APW_ENG_20071211.0496.LDC2009T13_40,Eliot Spitzer-Silda Wall Spitzer,t,0.976,"{Silda,Wall,Spitzer,"","",wife,of,Gov.,Eliot,Spitzer,"","",joined,hundreds,of,public,school,children,on,Monday,to,unveil,a,mass,of,US$,1,million,-LRB-,euro680,"",000"",-RRB-,in,pennies,collected,for,charity,.}",7,2,0,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
AFP_ENG_20081207.0398.LDC2009T13_573_15-AFP_ENG_20081207.0398.LDC2009T13_573_5,AFP_ENG_20081207.0398.LDC2009T13_573,Benazir Bhutto-Asif Ali Zardari,t,0.948,"{-,The,Pakistani,parliament,elects,Asif,Ali,Zardari,"","",the,widower,of,the,slain,politician,Benazir,Bhutto,"","",as,the,country,'s,new,president,.}",15,2,5,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[widower],INV_LENGTHS_[2_3],""INV_NGRAM_2_[widower of]"",""INV_NGRAM_2_[the widower]""}","{-1.73068,-1.55347,1.43559,1.03189,0.971288,0.537779}"
NYT_ENG_20080721.0227.LDC2009T13_202_42-NYT_ENG_20080721.0227.LDC2009T13_202_34,NYT_ENG_20080721.0227.LDC2009T13_202,John Kerry-Teresa Heinz Kerry,,0.974,"{To,deal,with,this,"","",Michelle,Obama,has,a,new,chief,of,staff,and,a,widening,complement,of,aides,--,a,broader,support,network,than,Clinton,enjoyed,during,her,husband,'s,campaigns,"","",or,Teresa,Heinz,Kerry,"","",the,wife,of,Sen.,John,Kerry,"","",in,2004,.}",42,2,34,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
eng-WL-11-174592-12942246_11_18-eng-WL-11-174592-12942246_11_27,eng-WL-11-174592-12942246_11,Katie Holmes-Tom Cruise,t,0.912,"{British,tabloid,The,Sun,has,revealed,in,the,``,Bizarre,'',section,of,their,website,that,Hollywood,actress,Katie,Holmes,who,gave,birth,to,her,and,husband,Tom,Cruise,'s,child,Suri,in,April,of,last,year,is,pregnant,again,.}",18,2,27,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],LENGTHS_[2_2],W_NER_L_1_R_1_[TITLE]_[O]}","{-2.82352,1.26825,1.03371,0.921399,0.718423,-0.583471}"
eng-WL-11-174611-12973545_17_2-eng-WL-11-174611-12973545_17_9,eng-WL-11-174611-12973545_17,Linda McMahon-Vince McMahon,t,0.976,"{WWE,CEO,Linda,McMahon,"","",wife,of,pro-wrestling,mogul,Vince,McMahon,"","",has,announced,her,candidacy,to,unseat,Sen.,Chris,Dodd,in,Connecticut,.}",2,2,9,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
AFP_ENG_20070713.0200.LDC2009T13_564_16-AFP_ENG_20070713.0200.LDC2009T13_564_20,AFP_ENG_20070713.0200.LDC2009T13_564,Tom Cruise-Katie Holmes,t,0.912,"{The,couple,are,used,to,mixing,in,the,A-list,stratosphere,and,are,close,friends,with,actor,Tom,Cruise,and,wife,Katie,Holmes,"","",who,live,close,to,the,22,million,dollar,Bel,Air,mansion,that,the,Beckhams,will,be,calling,home,.}",16,2,20,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""POS_SEQ_[CC NN]"",LENGTHS_[2_2],""NER_SEQ_[O O]""}","{-2.82352,1.36327,1.03371,0.891615,0.718423,0.585631}"
106205@43_3-106205@43_5,106205@43,Aspinall-Suzy Ornstein,,0.904,"{In,1968,"","",Aspinall,married,Suzy,Ornstein,"","",whose,father,"","",George,``,Bud,'',Ornstein,"","",was,head,of,European,production,for,United,Artists,"","",the,company,for,which,the,Beatles,made,the,films,``,A,Hard,Day,'s,Night,"","",'',``,Help,!,''}",3,1,5,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[marry],KW_IND_[married],NER_SEQ_[O],W_NER_L_1_R_1_[O]_[O],KW_D_[nsubj]_[dobj]}","{-2.82352,1.27492,1.03371,0.428218,-0.343069,0.339688}"
NYT_ENG_20080902.0134.LDC2009T13_624_27-NYT_ENG_20080902.0134.LDC2009T13_624_20,NYT_ENG_20080902.0134.LDC2009T13_624,John McCain-Cindy McCain,t,0.968,"{Sen.,Joseph,R.,Biden,Jr.,"","",the,Democratic,nominee,for,vice,president,"","",visited,Saakashvili,last,month,"","",as,did,Cindy,McCain,"","",the,wife,of,Sen.,John,McCain,"","",the,presumptive,Republican,nominee,.}",27,2,20,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,0.903033,0.781621}"
APW_ENG_20070109.0784.LDC2009T13_155_0-APW_ENG_20070109.0784.LDC2009T13_155_5,APW_ENG_20070109.0784.LDC2009T13_155,Madonna-Guy Ritchie,t,0.91,"{Madonna,and,her,filmmaker,husband,Guy,Ritchie,are,adopting,a,1,-,year-old,Malawian,boy,"","",David,Banda,"","",and,he,joined,her,two,children,"","",Lourdes,and,Rocco,"","",in,Britain,in,October,.}",0,1,5,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],""NER_SEQ_[O O O O]"",NGRAM_1_[and]}","{-2.82352,1.26825,1.03371,0.921399,0.510383,-0.381354}"
103534@7_15-103534@7_4,103534@7,Eliot Spitzer-Silda Wall Spitzer,t,0.932,"{This,time,it,'s,Silda,Wall,Spitzer,"","",wife,of,New,York,'s,Democratic,Gov.,Eliot,Spitzer,"","",on,Monday,afternoon,"","",wearing,pearls,and,looking,down,.}",15,2,4,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
AFP_ENG_20080106.0233.LDC2009T13_7_16-AFP_ENG_20080106.0233.LDC2009T13_7_2,AFP_ENG_20080106.0233.LDC2009T13_7,Carla Bruni-Nicolas Sarkozy,t,0.994,"{French,President,Nicolas,Sarkozy,is,to,marry,his,new,girlfriend,"","",the,former,model,turned,singer,Carla,Bruni,"","",a,French,newspaper,reported,Sunday,"","",claiming,a,wedding,was,``,imminent,'',.}",16,2,2,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[girlfriend],INV_NGRAM_1_[marry],INV_KW_IND_[married],INV_LENGTHS_[2_3]}","{-1.73068,-1.55347,1.5276,1.21759,1.1142,1.03189}"
NYT_ENG_20070825.0087.LDC2009T13_174_0-NYT_ENG_20070825.0087.LDC2009T13_174_7,NYT_ENG_20070825.0087.LDC2009T13_174,Michelle Obama-Barack Obama,t,0.924,"{Michelle,Obama,"","",the,wife,of,Sen.,Barack,Obama,"","",D-Ill.,"","",discovered,this,last,week,"","",if,not,before,"","",when,news,reports,truncated,a,comment,she,made,about,keeping,one,'s,house,in,order,.}",0,2,7,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
XIN_ENG_20080315.0217.LDC2009T13_428_0-XIN_ENG_20080315.0217.LDC2009T13_428_5,XIN_ENG_20080315.0217.LDC2009T13_428,Lien Fang-yu-Lien Chan,,0.968,"{Lien,Fang-yu,"","",wife,of,Lien,Chan,"","",only,met,Hu,Jintao,three,times,when,she,accompanied,her,husband,to,the,mainland,"","",but,she,might,have,given,one,of,the,most,accurate,descriptions,of,Hu,'s,personality,.}",0,2,5,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",""BETW_[appos wife prep_of]""}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.662793}"
AFP_ENG_20070303.0108.LDC2009T13_9_10-AFP_ENG_20070303.0108.LDC2009T13_9_4,AFP_ENG_20070303.0108.LDC2009T13_9,Arun Nayar-Elizabeth Hurley,t,0.954,"{British,model,and,actress,Elizabeth,Hurley,married,the,Indian,businessman,Arun,Nayar,in,a,private,ceremony,one,day,ahead,of,a,star-studded,event,to,be,held,in,a,country,castle,on,Saturday,.}",10,2,4,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[marry],INV_KW_IND_[married],INV_LENGTHS_[2_3],INV_W_NER_L_1_R_1_[TITLE]_[O]}","{-1.73068,-1.55347,1.21759,1.1142,1.03189,-0.387673}"
eng-WL-11-174598-12965426_1070_3-eng-WL-11-174598-12965426_1070_16,eng-WL-11-174598-12965426_1070,Gena Lee Nolin-Cale Hulse,t,0.932,"{Former,Baywatch,star,Gena,Lee,Nolin,has,given,birth,to,her,second,child,with,her,husband,Cale,Hulse,.}",3,3,16,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],LENGTHS_[2_2],W_NER_L_1_R_1_[O]_[O]}","{-2.82352,1.26825,1.03371,0.921399,0.718423,-0.343069}"
